image_key,CONCEPT,Count,Dens,NoTypes,INDEX_RECORDED_TIMESTAMP,SVY_OPS,Transect Priority,NEW priority,MapLoc,Target RANSMPL (1/10),KF_USBL_LON,KF_USBL_LAT,SubstConc (17-7-19),IMAGE_NO,QUAD-Size,RANSEL_NO,RAN_SEL_STAT,"Selection round (1 orig sel, 2 replacement)",SelNo-NS replaced,COMMENTS,depth
025_0017,Hydrocorals,1,0.11450741004079074,1,26/11/2018 10:01,IN2018_V06_025,fished,1c,Pedra,63,147.0988523,-44.25850176,Rock,17,8.733059281,40,QT,1,40,NA,745.02
025_0046,Hydrocorals,1,0.4621373947303467,1,26/11/2018 10:04,IN2018_V06_025,fished,1c,Pedra,63,147.0990952,-44.25787181,Rock,46,2.163858652,16,QT,1,16,NA,757
025_0066,Hydrocorals,1,0.16502558170623938,1,26/11/2018 10:05,IN2018_V06_025,fished,1c,Pedra,63,147.0992726,-44.25735746,Rock,66,6.059666566,32,QT,1,32,NA,777.02
025_0066,Sponges,1,0.16502558170623938,1,26/11/2018 10:05,IN2018_V06_025,fished,1c,Pedra,63,147.0992726,-44.25735746,Rock,66,6.059666566,32,QT,1,32,NA,777.02
025_0076,Black & Octocorals,1,0.0832809930336332,1,26/11/2018 10:06,IN2018_V06_025,fished,1c,Pedra,63,147.099312,-44.25711824,Rock,76,12.00754174,64,QT,1,64,NA,788.0666667
025_0076,Hydrocorals,1,0.0832809930336332,1,26/11/2018 10:06,IN2018_V06_025,fished,1c,Pedra,63,147.099312,-44.25711824,Rock,76,12.00754174,64,QT,1,64,NA,788.0666667
025_0086,Black & Octocorals,1,0.13509739888988256,1,26/11/2018 10:07,IN2018_V06_025,fished,1c,Pedra,63,147.0993386,-44.25684906,Rock,86,7.402067014,12,QT,1,12,NA,797.02
025_0086,Hydrocorals,1,0.13509739888988256,1,26/11/2018 10:07,IN2018_V06_025,fished,1c,Pedra,63,147.0993386,-44.25684906,Rock,86,7.402067014,12,QT,1,12,NA,797.02
025_0086,Sponges,3,0.4052921966696477,1,26/11/2018 10:07,IN2018_V06_025,fished,1c,Pedra,63,147.0993386,-44.25684906,Rock,86,7.402067014,12,QT,1,12,NA,797.02
025_0095,Hydrocorals,1,0.2334839150953282,1,26/11/2018 10:08,IN2018_V06_025,fished,1c,Pedra,63,147.0993921,-44.2566195,Rock,95,4.282950282,44,QT,1,44,NA,799.3333333
025_0095,Regular urchins,2,0.4669678301906564,1,26/11/2018 10:08,IN2018_V06_025,fished,1c,Pedra,63,147.0993921,-44.2566195,Rock,95,4.282950282,44,QT,1,44,NA,799.3333333
025_0095,Sponges,2,0.4669678301906564,1,26/11/2018 10:08,IN2018_V06_025,fished,1c,Pedra,63,147.0993921,-44.2566195,Rock,95,4.282950282,44,QT,1,44,NA,799.3333333
025_0105,Hydrocorals,1,0.23893607119664131,1,26/11/2018 10:09,IN2018_V06_025,fished,1c,Pedra,63,147.0994785,-44.25633444,Rock,105,4.1852199,28,QT,1,28,NA,817.0666667
025_0105,Regular urchins,1,0.23893607119664131,1,26/11/2018 10:09,IN2018_V06_025,fished,1c,Pedra,63,147.0994785,-44.25633444,Rock,105,4.1852199,28,QT,1,28,NA,817.0666667
025_0105,Sponges,1,0.23893607119664131,1,26/11/2018 10:09,IN2018_V06_025,fished,1c,Pedra,63,147.0994785,-44.25633444,Rock,105,4.1852199,28,QT,1,28,NA,817.0666667
025_0115,Hydrocorals,1,0.07793453044305125,1,26/11/2018 10:10,IN2018_V06_025,fished,1c,Pedra,63,147.0995811,-44.25605389,Rock,115,12.8312828,60,QT,1,60,NA,819.5444444
025_0174,Hydrocorals,1,0.12966896433536154,1,26/11/2018 10:15,IN2018_V06_025,fished,1c,Pedra,63,147.1000395,-44.25436039,Rock,174,7.711945608,42,QT,1,42,NA,870.2
025_0174,Sponges,9,1.1670206790182538,1,26/11/2018 10:15,IN2018_V06_025,fished,1c,Pedra,63,147.1000395,-44.25436039,Rock,174,7.711945608,42,QT,1,42,NA,870.2
025_0184,Black & Octocorals,1,0.11209342874654547,1,26/11/2018 10:16,IN2018_V06_025,fished,1c,Pedra,63,147.1001055,-44.25401885,Rock,184,8.921129554,26,QT,1,26,NA,882.65
025_0184,Hydrocorals,1,0.11209342874654547,1,26/11/2018 10:16,IN2018_V06_025,fished,1c,Pedra,63,147.1001055,-44.25401885,Rock,184,8.921129554,26,QT,1,26,NA,882.65
025_0184,Regular urchins,1,0.11209342874654547,1,26/11/2018 10:16,IN2018_V06_025,fished,1c,Pedra,63,147.1001055,-44.25401885,Rock,184,8.921129554,26,QT,1,26,NA,882.65
025_0184,Sponges,4,0.4483737149861819,1,26/11/2018 10:16,IN2018_V06_025,fished,1c,Pedra,63,147.1001055,-44.25401885,Rock,184,8.921129554,26,QT,1,26,NA,882.65
025_0214,Hydrocorals,1,0.16174300894015445,1,26/11/2018 10:19,IN2018_V06_025,fished,1c,Pedra,63,147.1002833,-44.25312265,Rock,214,6.182647439,50,QT,1,50,NA,904.2875
025_0214,Sponges,8,1.2939440715212356,1,26/11/2018 10:19,IN2018_V06_025,fished,1c,Pedra,63,147.1002833,-44.25312265,Rock,214,6.182647439,50,QT,1,50,NA,904.2875
025_0233,Black & Octocorals,1,0.2595470159982351,1,26/11/2018 10:21,IN2018_V06_025,fished,1c,Pedra,63,147.1004463,-44.25255538,Rock,233,3.852866488,66,QT,1,66,NA,927.9375
025_0233,Hydrocorals,1,0.2595470159982351,1,26/11/2018 10:21,IN2018_V06_025,fished,1c,Pedra,63,147.1004463,-44.25255538,Rock,233,3.852866488,66,QT,1,66,NA,927.9375
025_0233,Regular urchins,2,0.5190940319964702,1,26/11/2018 10:21,IN2018_V06_025,fished,1c,Pedra,63,147.1004463,-44.25255538,Rock,233,3.852866488,66,QT,1,66,NA,927.9375
025_0233,Sponges,9,2.335923143984116,1,26/11/2018 10:21,IN2018_V06_025,fished,1c,Pedra,63,147.1004463,-44.25255538,Rock,233,3.852866488,66,QT,1,66,NA,927.9375
025_0243,Hydrocorals,1,0.17703015416470222,1,26/11/2018 10:21,IN2018_V06_025,fished,1c,Pedra,63,147.1005066,-44.2522773,Rock,243,5.648755178,14,QT,1,14,NA,933.75
025_0243,Regular urchins,4,0.7081206166588089,1,26/11/2018 10:21,IN2018_V06_025,fished,1c,Pedra,63,147.1005066,-44.2522773,Rock,243,5.648755178,14,QT,1,14,NA,933.75
025_0253,Black & Octocorals,1,0.23042993649581148,1,26/11/2018 10:22,IN2018_V06_025,fished,1c,Pedra,63,147.100573,-44.25198588,Rock,253,4.339713907,46,QT,1,46,NA,945.2333333
025_0253,Hydrocorals,1,0.23042993649581148,1,26/11/2018 10:22,IN2018_V06_025,fished,1c,Pedra,63,147.100573,-44.25198588,Rock,253,4.339713907,46,QT,1,46,NA,945.2333333
025_0253,Sponges,6,1.382579618974869,1,26/11/2018 10:22,IN2018_V06_025,fished,1c,Pedra,63,147.100573,-44.25198588,Rock,253,4.339713907,46,QT,1,46,NA,945.2333333
025_0273,Black & Octocorals,4,0.3522750599741244,1,26/11/2018 10:24,IN2018_V06_025,fished,1c,Pedra,63,147.1006874,-44.25144723,cobble - boulder,273,11.35476352,62,QT,1,62,NA,961.9888889
025_0273,Hydrocorals,1,0.0880687649935311,1,26/11/2018 10:24,IN2018_V06_025,fished,1c,Pedra,63,147.1006874,-44.25144723,cobble - boulder,273,11.35476352,62,QT,1,62,NA,961.9888889
025_0273,Sponges,2,0.1761375299870622,1,26/11/2018 10:24,IN2018_V06_025,fished,1c,Pedra,63,147.1006874,-44.25144723,cobble - boulder,273,11.35476352,62,QT,1,62,NA,961.9888889
025_0283,Hydrocorals,1,0.1562684228994636,1,26/11/2018 10:25,IN2018_V06_025,fished,1c,Pedra,63,147.1007329,-44.25118009,Rock,283,6.399245487,22,QT,1,22,NA,974.95
025_0283,Regular urchins,3,0.46880526869839084,1,26/11/2018 10:25,IN2018_V06_025,fished,1c,Pedra,63,147.1007329,-44.25118009,Rock,283,6.399245487,22,QT,1,22,NA,974.95
025_0283,Sponges,2,0.3125368457989272,1,26/11/2018 10:25,IN2018_V06_025,fished,1c,Pedra,63,147.1007329,-44.25118009,Rock,283,6.399245487,22,QT,1,22,NA,974.95
025_0293,Black & Octocorals,3,0.5344812464503742,1,26/11/2018 10:26,IN2018_V06_025,fished,1c,Pedra,63,147.1007962,-44.25090958,Rock,293,5.612919106,54,QT,1,54,NA,983.1125
025_0293,Hydrocorals,1,0.17816041548345807,1,26/11/2018 10:26,IN2018_V06_025,fished,1c,Pedra,63,147.1007962,-44.25090958,Rock,293,5.612919106,54,QT,1,54,NA,983.1125
025_0293,Regular urchins,1,0.17816041548345807,1,26/11/2018 10:26,IN2018_V06_025,fished,1c,Pedra,63,147.1007962,-44.25090958,Rock,293,5.612919106,54,QT,1,54,NA,983.1125
025_0293,Sponges,1,0.17816041548345807,1,26/11/2018 10:26,IN2018_V06_025,fished,1c,Pedra,63,147.1007962,-44.25090958,Rock,293,5.612919106,54,QT,1,54,NA,983.1125
025_0322,Black & Octocorals,2,0.22006998292798524,1,26/11/2018 10:28,IN2018_V06_025,fished,1c,Pedra,63,147.1009803,-44.25008154,Rock,322,9.088018154,9,QT,1,9,NA,1005.116667
025_0322,Hydrocorals,1,0.11003499146399262,1,26/11/2018 10:28,IN2018_V06_025,fished,1c,Pedra,63,147.1009803,-44.25008154,Rock,322,9.088018154,9,QT,1,9,NA,1005.116667
025_0322,Regular urchins,3,0.33010497439197783,1,26/11/2018 10:28,IN2018_V06_025,fished,1c,Pedra,63,147.1009803,-44.25008154,Rock,322,9.088018154,9,QT,1,9,NA,1005.116667
025_0322,Stony corals,1,0.11003499146399262,1,26/11/2018 10:28,IN2018_V06_025,fished,1c,Pedra,63,147.1009803,-44.25008154,Rock,322,9.088018154,9,QT,1,9,NA,1005.116667
025_0322,Unstalked crinoids,1,0.11003499146399262,1,26/11/2018 10:28,IN2018_V06_025,fished,1c,Pedra,63,147.1009803,-44.25008154,Rock,322,9.088018154,9,QT,1,9,NA,1005.116667
025_0332,Black & Octocorals,3,0.5691543681462007,1,26/11/2018 10:29,IN2018_V06_025,fished,1c,Pedra,63,147.1009803,-44.25008154,Rock,332,5.270977731,41,QT,1,41,NA,1007.5
025_0332,Hydrocorals,1,0.18971812271540026,1,26/11/2018 10:29,IN2018_V06_025,fished,1c,Pedra,63,147.1009803,-44.25008154,Rock,332,5.270977731,41,QT,1,41,NA,1007.5
025_0332,Regular urchins,3,0.5691543681462007,1,26/11/2018 10:29,IN2018_V06_025,fished,1c,Pedra,63,147.1009803,-44.25008154,Rock,332,5.270977731,41,QT,1,41,NA,1007.5
025_0332,Sponges,3,0.5691543681462007,1,26/11/2018 10:29,IN2018_V06_025,fished,1c,Pedra,63,147.1009803,-44.25008154,Rock,332,5.270977731,41,QT,1,41,NA,1007.5
025_0332,Unstalked crinoids,1,0.18971812271540026,1,26/11/2018 10:29,IN2018_V06_025,fished,1c,Pedra,63,147.1009803,-44.25008154,Rock,332,5.270977731,41,QT,1,41,NA,1007.5
025_0352,Black & Octocorals,53,3.9150298844535736,1,26/11/2018 10:31,IN2018_V06_025,fished,1c,Pedra,63,147.1009803,-44.25008154,Rock,352,13.53757227,57,QT,1,57,NA,1007.5
025_0352,Hydrocorals,1,0.07386848838591648,1,26/11/2018 10:31,IN2018_V06_025,fished,1c,Pedra,63,147.1009803,-44.25008154,Rock,352,13.53757227,57,QT,1,57,NA,1007.5
025_0371,Black & Octocorals,8,0.5659304231612029,1,26/11/2018 10:33,IN2018_V06_025,fished,1c,Pedra,63,147.1009803,-44.25008154,Rock,371,14.13601332,49,QT,1,49,NA,1007.5
025_0371,Hydrocorals,1,0.07074130289515036,1,26/11/2018 10:33,IN2018_V06_025,fished,1c,Pedra,63,147.1009803,-44.25008154,Rock,371,14.13601332,49,QT,1,49,NA,1007.5
025_0391,No-VMEfauna,0,0,1,26/11/2018 10:35,IN2018_V06_025,fished,1c,Pedra,63,147.1009803,-44.25008154,Coral rubble,391,4.512756706,65,QT,1,65,NA,1007.5
025_0401,Black & Octocorals,123,15.078737596643279,1,26/11/2018 10:35,IN2018_V06_025,fished,1c,Pedra,63,147.1009803,-44.25008154,Rock,401,8.157181542,13,QT,1,13,NA,1007.5
025_0401,Hydrocorals,1,0.1225913625743356,1,26/11/2018 10:35,IN2018_V06_025,fished,1c,Pedra,63,147.1009803,-44.25008154,Rock,401,8.157181542,13,QT,1,13,NA,1007.5
025_0480,Black & Octocorals,141,12.872350647367083,1,26/11/2018 10:42,IN2018_V06_025,fished,1c,Pedra,63,147.1009803,-44.25008154,Coral rubble,480,10.95371031,11,QT,1,11,NA,1007.5
025_0480,Regular urchins,3,0.2738798010078103,1,26/11/2018 10:42,IN2018_V06_025,fished,1c,Pedra,63,147.1009803,-44.25008154,Coral rubble,480,10.95371031,11,QT,1,11,NA,1007.5
025_0509,Black & Octocorals,3,0.41229127475918703,1,26/11/2018 10:45,IN2018_V06_025,fished,1c,Pedra,63,147.1009803,-44.25008154,Rock,509,7.27640914,59,QT,1,59,NA,1007.5
025_0509,Hydrocorals,1,0.137430424919729,1,26/11/2018 10:45,IN2018_V06_025,fished,1c,Pedra,63,147.1009803,-44.25008154,Rock,509,7.27640914,59,QT,1,59,NA,1007.5
025_0509,Sponges,17,2.336317223635393,1,26/11/2018 10:45,IN2018_V06_025,fished,1c,Pedra,63,147.1009803,-44.25008154,Rock,509,7.27640914,59,QT,1,59,NA,1007.5
025_0529,Black & Octocorals,14,1.029790259572596,1,26/11/2018 10:47,IN2018_V06_025,fished,1c,Pedra,63,147.1009803,-44.25008154,Rock,529,13.59500138,51,QT,1,51,NA,1007.5
025_0529,Hydrocorals,1,0.07355644711232828,1,26/11/2018 10:47,IN2018_V06_025,fished,1c,Pedra,63,147.1009803,-44.25008154,Rock,529,13.59500138,51,QT,1,51,NA,1007.5
025_0529,Regular urchins,3,0.22066934133698485,1,26/11/2018 10:47,IN2018_V06_025,fished,1c,Pedra,63,147.1009803,-44.25008154,Rock,529,13.59500138,51,QT,1,51,NA,1007.5
025_0529,Sponges,1,0.07355644711232828,1,26/11/2018 10:47,IN2018_V06_025,fished,1c,Pedra,63,147.1009803,-44.25008154,Rock,529,13.59500138,51,QT,1,51,NA,1007.5
025_0529,Unstalked crinoids,1,0.07355644711232828,1,26/11/2018 10:47,IN2018_V06_025,fished,1c,Pedra,63,147.1009803,-44.25008154,Rock,529,13.59500138,51,QT,1,51,NA,1007.5
025_0539,Black & Octocorals,4,0.4081862576049801,1,26/11/2018 10:48,IN2018_V06_025,fished,1c,Pedra,63,147.1009803,-44.25008154,Rock,539,9.799447986,35,QT,1,35,NA,1007.5
025_0539,Hydrocorals,1,0.10204656440124503,1,26/11/2018 10:48,IN2018_V06_025,fished,1c,Pedra,63,147.1009803,-44.25008154,Rock,539,9.799447986,35,QT,1,35,NA,1007.5
025_0539,Regular urchins,1,0.10204656440124503,1,26/11/2018 10:48,IN2018_V06_025,fished,1c,Pedra,63,147.1009803,-44.25008154,Rock,539,9.799447986,35,QT,1,35,NA,1007.5
025_0549,Hydrocorals,1,0.19272240917684585,1,26/11/2018 10:49,IN2018_V06_025,fished,1c,Pedra,63,147.1009803,-44.25008154,Rock,549,5.188810187,67,QT,1,67,NA,1007.5
025_0549,Regular urchins,2,0.3854448183536917,1,26/11/2018 10:49,IN2018_V06_025,fished,1c,Pedra,63,147.1009803,-44.25008154,Rock,549,5.188810187,67,QT,1,67,NA,1007.5
025_0588,Black & Octocorals,25,2.4871628323718804,1,26/11/2018 10:52,IN2018_V06_025,fished,1c,Pedra,63,147.1009803,-44.25008154,Sand - mud (<2mm),588,10.0516137,63,QT,1,63,NA,1007.5
025_0588,Hydrocorals,1,0.09948651329487522,1,26/11/2018 10:52,IN2018_V06_025,fished,1c,Pedra,63,147.1009803,-44.25008154,Sand - mud (<2mm),588,10.0516137,63,QT,1,63,NA,1007.5
025_0588,Regular urchins,5,0.4974325664743761,1,26/11/2018 10:52,IN2018_V06_025,fished,1c,Pedra,63,147.1009803,-44.25008154,Sand - mud (<2mm),588,10.0516137,63,QT,1,63,NA,1007.5
025_0588,Sponges,3,0.29845953988462565,1,26/11/2018 10:52,IN2018_V06_025,fished,1c,Pedra,63,147.1009803,-44.25008154,Sand - mud (<2mm),588,10.0516137,63,QT,1,63,NA,1007.5
025_0598,No-VMEfauna,0,0,1,26/11/2018 10:53,IN2018_V06_025,fished,1c,Pedra,63,147.1009803,-44.25008154,Sand - mud (<2mm),598,8.702181403,23,QT,1,23,NA,1007.5
025_0608,No-VMEfauna,0,0,1,26/11/2018 10:54,IN2018_V06_025,fished,1c,Pedra,63,147.1009803,-44.25008154,Sand - mud (<2mm),608,5.850762757,55,QT,1,55,NA,1007.5
025_0618,No-VMEfauna,0,0,1,26/11/2018 10:55,IN2018_V06_025,fished,1c,Pedra,63,147.1009803,-44.25008154,Sand - mud (<2mm),618,6.797231123,39,QT,1,39,NA,1007.5
025_0623,Regular urchins,2,0.44142629768396285,1,26/11/2018 10:55,IN2018_V06_025,fished,1c,Pedra,63,147.1009803,-44.25008154,Sand - mud (<2mm),623,4.530767674,7,QT,1,7,NA,1007.5
031_0013,Hydrocorals,1,0.8588793401289121,1,26/11/2018 23:19,IN2018_V06_031,1,1,Hill U,41,147.1838017,-44.32158524,Coral rubble,13,1.164307899,23,QT,1,23,? Na for PC,1179.65625
031_0013,Sponges,2,1.7177586802578242,1,26/11/2018 23:19,IN2018_V06_031,1,1,Hill U,41,147.1838017,-44.32158524,Coral rubble,13,1.164307899,23,QT,1,23,? Na for PC,1179.65625
031_0019,Black & Octocorals,2,0.4072128750828859,1,26/11/2018 23:20,IN2018_V06_031,1,1,Hill U,41,147.1837906,-44.32145535,Coral reef substrate,19,4.911436063,7,QT,1,7,NA,1176.001786
031_0019,Hydrocorals,1,0.20360643754144295,1,26/11/2018 23:20,IN2018_V06_031,1,1,Hill U,41,147.1837906,-44.32145535,Coral reef substrate,19,4.911436063,7,QT,1,7,NA,1176.001786
031_0019,S.variabilis,2,0.4072128750828859,1,26/11/2018 23:20,IN2018_V06_031,1,1,Hill U,41,147.1837906,-44.32145535,Coral reef substrate,19,4.911436063,7,QT,1,7,NA,1176.001786
031_0019,Sponges,3,0.6108193126243289,1,26/11/2018 23:20,IN2018_V06_031,1,1,Hill U,41,147.1837906,-44.32145535,Coral reef substrate,19,4.911436063,7,QT,1,7,NA,1176.001786
031_0019,Unstalked crinoids,1,0.20360643754144295,1,26/11/2018 23:20,IN2018_V06_031,1,1,Hill U,41,147.1837906,-44.32145535,Coral reef substrate,19,4.911436063,7,QT,1,7,NA,1176.001786
031_0025,Hydrocorals,1,0.28086143079091513,1,26/11/2018 23:20,IN2018_V06_031,1,1,Hill U,41,147.1837875,-44.32132698,Coral rubble,25,3.560474634,39,QT,1,39,NA,1174.940373
031_0038,Black & Octocorals,4,0.5667206985548038,1,26/11/2018 23:21,IN2018_V06_031,1,1,Hill U,41,147.1838148,-44.3209716,Coral reef substrate,38,7.058150532,31,QT,1,31,NA,1182.472177
031_0038,Brisingid,1,0.14168017463870095,1,26/11/2018 23:21,IN2018_V06_031,1,1,Hill U,41,147.1838148,-44.3209716,Coral reef substrate,38,7.058150532,31,QT,1,31,NA,1182.472177
031_0038,Hydrocorals,1,0.14168017463870095,1,26/11/2018 23:21,IN2018_V06_031,1,1,Hill U,41,147.1838148,-44.3209716,Coral reef substrate,38,7.058150532,31,QT,1,31,NA,1182.472177
031_0038,S.variabilis,2,0.2833603492774019,1,26/11/2018 23:21,IN2018_V06_031,1,1,Hill U,41,147.1838148,-44.3209716,Coral reef substrate,38,7.058150532,31,QT,1,31,NA,1182.472177
031_0038,Sponges,3,0.42504052391610286,1,26/11/2018 23:21,IN2018_V06_031,1,1,Hill U,41,147.1838148,-44.3209716,Coral reef substrate,38,7.058150532,31,QT,1,31,NA,1182.472177
031_0038,Unstalked crinoids,3,0.42504052391610286,1,26/11/2018 23:21,IN2018_V06_031,1,1,Hill U,41,147.1838148,-44.3209716,Coral reef substrate,38,7.058150532,31,QT,1,31,NA,1182.472177
031_0045,Black & Octocorals,6,0.671969650829393,1,26/11/2018 23:22,IN2018_V06_031,1,1,Hill U,41,147.1838285,-44.32079324,Coral reef substrate,45,8.928974683,15,QT,1,15,NA,1186.252285
031_0045,Hydrocorals,1,0.11199494180489883,1,26/11/2018 23:22,IN2018_V06_031,1,1,Hill U,41,147.1838285,-44.32079324,Coral reef substrate,45,8.928974683,15,QT,1,15,NA,1186.252285
031_0045,S.variabilis,1,0.11199494180489883,1,26/11/2018 23:22,IN2018_V06_031,1,1,Hill U,41,147.1838285,-44.32079324,Coral reef substrate,45,8.928974683,15,QT,1,15,NA,1186.252285
031_0045,Sponges,6,0.671969650829393,1,26/11/2018 23:22,IN2018_V06_031,1,1,Hill U,41,147.1838285,-44.32079324,Coral reef substrate,45,8.928974683,15,QT,1,15,NA,1186.252285
031_0045,Unstalked crinoids,2,0.22398988360979766,1,26/11/2018 23:22,IN2018_V06_031,1,1,Hill U,41,147.1838285,-44.32079324,Coral reef substrate,45,8.928974683,15,QT,1,15,NA,1186.252285
031_0064,Black & Octocorals,4,0.682341662943785,1,26/11/2018 23:24,IN2018_V06_031,1,1,Hill U,41,147.1838674,-44.32028534,Coral reef substrate,64,5.862165858,27,QT,1,27,NA,1197.016705
031_0064,Brisingid,2,0.3411708314718925,1,26/11/2018 23:24,IN2018_V06_031,1,1,Hill U,41,147.1838674,-44.32028534,Coral reef substrate,64,5.862165858,27,QT,1,27,NA,1197.016705
031_0064,Hydrocorals,1,0.17058541573594624,1,26/11/2018 23:24,IN2018_V06_031,1,1,Hill U,41,147.1838674,-44.32028534,Coral reef substrate,64,5.862165858,27,QT,1,27,NA,1197.016705
031_0064,S.variabilis,2,0.3411708314718925,1,26/11/2018 23:24,IN2018_V06_031,1,1,Hill U,41,147.1838674,-44.32028534,Coral reef substrate,64,5.862165858,27,QT,1,27,NA,1197.016705
031_0064,Sponges,3,0.5117562472078387,1,26/11/2018 23:24,IN2018_V06_031,1,1,Hill U,41,147.1838674,-44.32028534,Coral reef substrate,64,5.862165858,27,QT,1,27,NA,1197.016705
031_0064,Unstalked crinoids,4,0.682341662943785,1,26/11/2018 23:24,IN2018_V06_031,1,1,Hill U,41,147.1838674,-44.32028534,Coral reef substrate,64,5.862165858,27,QT,1,27,NA,1197.016705
031_0070,Hydrocorals,1,0.5302467491900076,1,26/11/2018 23:24,IN2018_V06_031,1,1,Hill U,41,147.1838791,-44.32013322,Coral rubble,70,1.885914438,11,QT,1,11,NA,1200.240776
031_0083,Black & Octocorals,8,0.6999076666933061,1,26/11/2018 23:25,IN2018_V06_031,1,1,Hill U,41,147.1838269,-44.31977212,Coral reef substrate,83,11.43007911,3,QT,1,3,NA,1191.475
031_0083,Brisingid,1,0.08748845833666326,1,26/11/2018 23:25,IN2018_V06_031,1,1,Hill U,41,147.1838269,-44.31977212,Coral reef substrate,83,11.43007911,3,QT,1,3,NA,1191.475
031_0083,Hydrocorals,1,0.08748845833666326,1,26/11/2018 23:25,IN2018_V06_031,1,1,Hill U,41,147.1838269,-44.31977212,Coral reef substrate,83,11.43007911,3,QT,1,3,NA,1191.475
031_0083,S.variabilis,1,0.08748845833666326,1,26/11/2018 23:25,IN2018_V06_031,1,1,Hill U,41,147.1838269,-44.31977212,Coral reef substrate,83,11.43007911,3,QT,1,3,NA,1191.475
031_0083,Sponges,4,0.34995383334665303,1,26/11/2018 23:25,IN2018_V06_031,1,1,Hill U,41,147.1838269,-44.31977212,Coral reef substrate,83,11.43007911,3,QT,1,3,NA,1191.475
031_0083,Unstalked crinoids,1,0.08748845833666326,1,26/11/2018 23:25,IN2018_V06_031,1,1,Hill U,41,147.1838269,-44.31977212,Coral reef substrate,83,11.43007911,3,QT,1,3,NA,1191.475
031_0089,Black & Octocorals,47,9.023306669327736,1,26/11/2018 23:26,IN2018_V06_031,1,1,Hill U,41,147.183806,-44.31960142,Coral reef substrate,89,5.20873353,35,QT,1,35,NA,1216.512037
031_0089,Hydrocorals,1,0.19198524828356886,1,26/11/2018 23:26,IN2018_V06_031,1,1,Hill U,41,147.183806,-44.31960142,Coral reef substrate,89,5.20873353,35,QT,1,35,NA,1216.512037
031_0089,S.variabilis,1,0.19198524828356886,1,26/11/2018 23:26,IN2018_V06_031,1,1,Hill U,41,147.183806,-44.31960142,Coral reef substrate,89,5.20873353,35,QT,1,35,NA,1216.512037
031_0089,Sponges,5,0.9599262414178442,1,26/11/2018 23:26,IN2018_V06_031,1,1,Hill U,41,147.183806,-44.31960142,Coral reef substrate,89,5.20873353,35,QT,1,35,NA,1216.512037
031_0089,Unstalked crinoids,2,0.3839704965671377,1,26/11/2018 23:26,IN2018_V06_031,1,1,Hill U,41,147.183806,-44.31960142,Coral reef substrate,89,5.20873353,35,QT,1,35,NA,1216.512037
031_0096,Black & Octocorals,56,4.76334823464037,1,26/11/2018 23:26,IN2018_V06_031,1,1,Hill U,41,147.1838204,-44.31935363,Coral reef substrate,96,11.75643628,19,QT,1,19,NA,1209.026724
031_0096,Hydrocorals,1,0.08505978990429232,1,26/11/2018 23:26,IN2018_V06_031,1,1,Hill U,41,147.1838204,-44.31935363,Coral reef substrate,96,11.75643628,19,QT,1,19,NA,1209.026724
031_0096,S.variabilis,4,0.3402391596171693,1,26/11/2018 23:26,IN2018_V06_031,1,1,Hill U,41,147.1838204,-44.31935363,Coral reef substrate,96,11.75643628,19,QT,1,19,NA,1209.026724
031_0096,Sponges,13,1.1057772687558,1,26/11/2018 23:26,IN2018_V06_031,1,1,Hill U,41,147.1838204,-44.31935363,Coral reef substrate,96,11.75643628,19,QT,1,19,NA,1209.026724
031_0096,Unstalked crinoids,7,0.5954185293300462,1,26/11/2018 23:26,IN2018_V06_031,1,1,Hill U,41,147.1838204,-44.31935363,Coral reef substrate,96,11.75643628,19,QT,1,19,NA,1209.026724
031_0115,Black & Octocorals,106,16.856141528550687,1,26/11/2018 23:28,IN2018_V06_031,1,1,Hill U,41,147.1838181,-44.31869827,Coral reef substrate,115,6.288509136,25,QT,1,25,NA,1185.44316
031_0115,Hydrocorals,1,0.15902020309953477,1,26/11/2018 23:28,IN2018_V06_031,1,1,Hill U,41,147.1838181,-44.31869827,Coral reef substrate,115,6.288509136,25,QT,1,25,NA,1185.44316
031_0115,S.variabilis,3,0.47706060929860433,1,26/11/2018 23:28,IN2018_V06_031,1,1,Hill U,41,147.1838181,-44.31869827,Coral reef substrate,115,6.288509136,25,QT,1,25,NA,1185.44316
031_0115,Sponges,14,2.226282843393487,1,26/11/2018 23:28,IN2018_V06_031,1,1,Hill U,41,147.1838181,-44.31869827,Coral reef substrate,115,6.288509136,25,QT,1,25,NA,1185.44316
031_0115,Unstalked crinoids,4,0.6360808123981391,1,26/11/2018 23:28,IN2018_V06_031,1,1,Hill U,41,147.1838181,-44.31869827,Coral reef substrate,115,6.288509136,25,QT,1,25,NA,1185.44316
031_0134,Black & Octocorals,14,2.789595714603138,1,26/11/2018 23:30,IN2018_V06_031,1,1,Hill U,41,147.1837669,-44.31806392,Coral reef substrate,134,5.018648375,1,QT,1,1,NA,1226.847396
031_0134,Hydrocorals,1,0.19925683675736697,1,26/11/2018 23:30,IN2018_V06_031,1,1,Hill U,41,147.1837669,-44.31806392,Coral reef substrate,134,5.018648375,1,QT,1,1,NA,1226.847396
031_0134,S.variabilis,6,1.1955410205442019,1,26/11/2018 23:30,IN2018_V06_031,1,1,Hill U,41,147.1837669,-44.31806392,Coral reef substrate,134,5.018648375,1,QT,1,1,NA,1226.847396
