image_key,Black & Octocorals,Brisingid,D.horridus,Enallopsammia,Hydrocorals,Hydrocorals: Branching,Irregular urchins,Madrepora,No-VMEfauna,Regular urchins,S.variabilis,Sponges,Stalked crinoids,Stony corals,Stony corals: Solitary,True anemones: Fourlobed,Unstalked crinoids,INDEX_RECORDED_TIMESTAMP,SVY_OPS,Transect Priority,NEW priority,MapLoc,Target RANSMPL (1/10),KF_USBL_LON,KF_USBL_LAT,SubstConc (17-7-19),IMAGE_NO,QUAD-Size,RANSEL_NO,RAN_SEL_STAT,"Selection round (1 orig sel, 2 replacement)",SelNo-NS replaced,depth,PC_Sub_CoralReef,PC_EnallopMatrix,PC_SolMatrix
025_0017,0,0,0,0,0.11450741004079074,0,0,0,0,0,0,0,0,0,NA,0,0,26/11/2018 10:01,IN2018_V06_025,fished,1c,Pedra,63,147.0988523,-44.25850176,Rock,17,8.733059281,40,QT,1,40,745.02,0,0,0
025_0046,0,0,0,0,0.4621373947303467,0,0,0,0,0,0,0,0,0,NA,0,0,26/11/2018 10:04,IN2018_V06_025,fished,1c,Pedra,63,147.0990952,-44.25787181,Rock,46,2.163858652,16,QT,1,16,757,0,0,0
025_0066,0,0,0,0,0.16502558170623938,0,0,0,0,0,0,0.16502558170623938,0,0,NA,0,0,26/11/2018 10:05,IN2018_V06_025,fished,1c,Pedra,63,147.0992726,-44.25735746,Rock,66,6.059666566,32,QT,1,32,777.02,0,0,0
025_0076,0.0832809930336332,0,0,0,0.0832809930336332,0,0,0,0,0,0,0,0,0,NA,0,0,26/11/2018 10:06,IN2018_V06_025,fished,1c,Pedra,63,147.099312,-44.25711824,Rock,76,12.00754174,64,QT,1,64,788.0666667,0,0,0
025_0086,0.13509739888988256,0,0,0,0.13509739888988256,0,0,0,0,0,0,0.4052921966696477,0,0,NA,0,0,26/11/2018 10:07,IN2018_V06_025,fished,1c,Pedra,63,147.0993386,-44.25684906,Rock,86,7.402067014,12,QT,1,12,797.02,0,0,0
025_0095,0,0,0,0,0.2334839150953282,0,0,0,0,0.4669678301906564,0,0.4669678301906564,0,0,NA,0,0,26/11/2018 10:08,IN2018_V06_025,fished,1c,Pedra,63,147.0993921,-44.2566195,Rock,95,4.282950282,44,QT,1,44,799.3333333,0,0,0
025_0105,0,0,0,0,0.23893607119664131,0,0,0,0,0.23893607119664131,0,0.23893607119664131,0,0,NA,0,0,26/11/2018 10:09,IN2018_V06_025,fished,1c,Pedra,63,147.0994785,-44.25633444,Rock,105,4.1852199,28,QT,1,28,817.0666667,0,0,0
025_0115,0,0,0,0,0.07793453044305125,0,0,0,0,0,0,0,0,0,NA,0,0,26/11/2018 10:10,IN2018_V06_025,fished,1c,Pedra,63,147.0995811,-44.25605389,Rock,115,12.8312828,60,QT,1,60,819.5444444,0,0,0
025_0174,0,0,0,0,0.12966896433536154,0,0,0,0,0,0,1.1670206790182538,0,0,NA,0,0,26/11/2018 10:15,IN2018_V06_025,fished,1c,Pedra,63,147.1000395,-44.25436039,Rock,174,7.711945608,42,QT,1,42,870.2,0,0,0
025_0184,0.11209342874654547,0,0,0,0.11209342874654547,0,0,0,0,0.11209342874654547,0,0.4483737149861819,0,0,NA,0,0,26/11/2018 10:16,IN2018_V06_025,fished,1c,Pedra,63,147.1001055,-44.25401885,Rock,184,8.921129554,26,QT,1,26,882.65,0,0,0
025_0214,0,0,0,0,0.16174300894015445,0,0,0,0,0,0,1.2939440715212356,0,0,NA,0,0,26/11/2018 10:19,IN2018_V06_025,fished,1c,Pedra,63,147.1002833,-44.25312265,Rock,214,6.182647439,50,QT,1,50,904.2875,0,0,0
025_0233,0.2595470159982351,0,0,0,0.2595470159982351,0,0,0,0,0.5190940319964702,0,2.335923143984116,0,0,NA,0,0,26/11/2018 10:21,IN2018_V06_025,fished,1c,Pedra,63,147.1004463,-44.25255538,Rock,233,3.852866488,66,QT,1,66,927.9375,0,0,0
025_0243,0,0,0,0,0.17703015416470222,0,0,0,0,0.7081206166588089,0,0,0,0,NA,0,0,26/11/2018 10:21,IN2018_V06_025,fished,1c,Pedra,63,147.1005066,-44.2522773,Rock,243,5.648755178,14,QT,1,14,933.75,0,0,0
025_0253,0.23042993649581148,0,0,0,0.23042993649581148,0,0,0,0,0,0,1.382579618974869,0,0,NA,0,0,26/11/2018 10:22,IN2018_V06_025,fished,1c,Pedra,63,147.100573,-44.25198588,Rock,253,4.339713907,46,QT,1,46,945.2333333,0,0,0
025_0273,0.3522750599741244,0,0,0,0.0880687649935311,0,0,0,0,0,0,0.1761375299870622,0,0,NA,0,0,26/11/2018 10:24,IN2018_V06_025,fished,1c,Pedra,63,147.1006874,-44.25144723,cobble - boulder,273,11.35476352,62,QT,1,62,961.9888889,0,0,0
025_0283,0,0,0,0,0.1562684228994636,0,0,0,0,0.46880526869839084,0,0.3125368457989272,0,0,NA,0,0,26/11/2018 10:25,IN2018_V06_025,fished,1c,Pedra,63,147.1007329,-44.25118009,Rock,283,6.399245487,22,QT,1,22,974.95,0,0,0
025_0293,0.5344812464503742,0,0,0,0.17816041548345807,0,0,0,0,0.17816041548345807,0,0.17816041548345807,0,0,NA,0,0,26/11/2018 10:26,IN2018_V06_025,fished,1c,Pedra,63,147.1007962,-44.25090958,Rock,293,5.612919106,54,QT,1,54,983.1125,0,0,0
025_0322,0.22006998292798524,0,0,0,0.11003499146399262,0,0,0,0,0.33010497439197783,0,0,0,0.11003499146399262,NA,0,0.11003499146399262,26/11/2018 10:28,IN2018_V06_025,fished,1c,Pedra,63,147.1009803,-44.25008154,Rock,322,9.088018154,9,QT,1,9,1005.116667,0,0,0
025_0332,0.5691543681462007,0,0,0,0.18971812271540026,0,0,0,0,0.5691543681462007,0,0.5691543681462007,0,0,NA,0,0.18971812271540026,26/11/2018 10:29,IN2018_V06_025,fished,1c,Pedra,63,147.1009803,-44.25008154,Rock,332,5.270977731,41,QT,1,41,1007.5,0,0,0
025_0352,3.9150298844535736,0,0,0,0.07386848838591648,0,0,0,0,0,0,0,0,0,NA,0,0,26/11/2018 10:31,IN2018_V06_025,fished,1c,Pedra,63,147.1009803,-44.25008154,Rock,352,13.53757227,57,QT,1,57,1007.5,0,0,0
025_0371,0.5659304231612029,0,0,0,0.07074130289515036,0,0,0,0,0,0,0,0,0,NA,0,0,26/11/2018 10:33,IN2018_V06_025,fished,1c,Pedra,63,147.1009803,-44.25008154,Rock,371,14.13601332,49,QT,1,49,1007.5,0,0,0
025_0391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,26/11/2018 10:35,IN2018_V06_025,fished,1c,Pedra,63,147.1009803,-44.25008154,Coral rubble,391,4.512756706,65,QT,1,65,1007.5,0,0,0
025_0401,15.078737596643279,0,0,0,0.1225913625743356,0,0,0,0,0,0,0,0,0,NA,0,0,26/11/2018 10:35,IN2018_V06_025,fished,1c,Pedra,63,147.1009803,-44.25008154,Rock,401,8.157181542,13,QT,1,13,1007.5,0,0,0
025_0480,12.872350647367083,0,0,0,0,0,0,0,0,0.2738798010078103,0,0,0,0,NA,0,0,26/11/2018 10:42,IN2018_V06_025,fished,1c,Pedra,63,147.1009803,-44.25008154,Coral rubble,480,10.95371031,11,QT,1,11,1007.5,0,0,0
025_0509,0.41229127475918703,0,0,0,0.137430424919729,0,0,0,0,0,0,2.336317223635393,0,0,NA,0,0,26/11/2018 10:45,IN2018_V06_025,fished,1c,Pedra,63,147.1009803,-44.25008154,Rock,509,7.27640914,59,QT,1,59,1007.5,0,0,0
025_0529,1.029790259572596,0,0,0,0.07355644711232828,0,0,0,0,0.22066934133698485,0,0.07355644711232828,0,0,NA,0,0.07355644711232828,26/11/2018 10:47,IN2018_V06_025,fished,1c,Pedra,63,147.1009803,-44.25008154,Rock,529,13.59500138,51,QT,1,51,1007.5,0,0,1
025_0539,0.4081862576049801,0,0,0,0.10204656440124503,0,0,0,0,0.10204656440124503,0,0,0,0,NA,0,0,26/11/2018 10:48,IN2018_V06_025,fished,1c,Pedra,63,147.1009803,-44.25008154,Rock,539,9.799447986,35,QT,1,35,1007.5,0,0,0
025_0549,0,0,0,0,0.19272240917684585,0,0,0,0,0.3854448183536917,0,0,0,0,NA,0,0,26/11/2018 10:49,IN2018_V06_025,fished,1c,Pedra,63,147.1009803,-44.25008154,Rock,549,5.188810187,67,QT,1,67,1007.5,0,0,0
025_0588,2.4871628323718804,0,0,0,0.09948651329487522,0,0,0,0,0.4974325664743761,0,0.29845953988462565,0,0,NA,0,0,26/11/2018 10:52,IN2018_V06_025,fished,1c,Pedra,63,147.1009803,-44.25008154,Sand - mud (<2mm),588,10.0516137,63,QT,1,63,1007.5,0,0,0
025_0598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,26/11/2018 10:53,IN2018_V06_025,fished,1c,Pedra,63,147.1009803,-44.25008154,Sand - mud (<2mm),598,8.702181403,23,QT,1,23,1007.5,0,0,0
025_0608,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,26/11/2018 10:54,IN2018_V06_025,fished,1c,Pedra,63,147.1009803,-44.25008154,Sand - mud (<2mm),608,5.850762757,55,QT,1,55,1007.5,0,0,0
025_0618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,26/11/2018 10:55,IN2018_V06_025,fished,1c,Pedra,63,147.1009803,-44.25008154,Sand - mud (<2mm),618,6.797231123,39,QT,1,39,1007.5,0,0,0
025_0623,0,0,0,0,0,0,0,0,0,0.44142629768396285,0,0,0,0,NA,0,0,26/11/2018 10:55,IN2018_V06_025,fished,1c,Pedra,63,147.1009803,-44.25008154,Sand - mud (<2mm),623,4.530767674,7,QT,1,7,1007.5,0,0,0
031_0013,0,0,0,0,0.8588793401289121,0,0,0,0,0,0,1.7177586802578242,0,0,NA,0,0,26/11/2018 23:19,IN2018_V06_031,1,1,Hill U,41,147.1838017,-44.32158524,Coral rubble,13,1.164307899,23,QT,1,23,1179.65625,0,0,0
031_0019,0.4072128750828859,0,0,0,0.20360643754144295,0,0,0,0,0,0.4072128750828859,0.6108193126243289,0,0,NA,0,0.20360643754144295,26/11/2018 23:20,IN2018_V06_031,1,1,Hill U,41,147.1837906,-44.32145535,Coral reef substrate,19,4.911436063,7,QT,1,7,1176.001786,0,0,5
031_0025,0,0,0,0,0.28086143079091513,0,0,0,0,0,0,0,0,0,NA,0,0,26/11/2018 23:20,IN2018_V06_031,1,1,Hill U,41,147.1837875,-44.32132698,Coral rubble,25,3.560474634,39,QT,1,39,1174.940373,0,0,0
031_0038,0.5667206985548038,0.14168017463870095,0,0,0.14168017463870095,0,0,0,0,0,0.2833603492774019,0.42504052391610286,0,0,NA,0,0.42504052391610286,26/11/2018 23:21,IN2018_V06_031,1,1,Hill U,41,147.1838148,-44.3209716,Coral reef substrate,38,7.058150532,31,QT,1,31,1182.472177,0,0,70
031_0045,0.671969650829393,0,0,0,0.11199494180489883,0,0,0,0,0,0.11199494180489883,0.671969650829393,0,0,NA,0,0.22398988360979766,26/11/2018 23:22,IN2018_V06_031,1,1,Hill U,41,147.1838285,-44.32079324,Coral reef substrate,45,8.928974683,15,QT,1,15,1186.252285,0,0,95
031_0064,0.682341662943785,0.3411708314718925,0,0,0.17058541573594624,0,0,0,0,0,0.3411708314718925,0.5117562472078387,0,0,NA,0,0.682341662943785,26/11/2018 23:24,IN2018_V06_031,1,1,Hill U,41,147.1838674,-44.32028534,Coral reef substrate,64,5.862165858,27,QT,1,27,1197.016705,0,0,70
031_0070,0,0,0,0,0.5302467491900076,0,0,0,0,0,0,0,0,0,NA,0,0,26/11/2018 23:24,IN2018_V06_031,1,1,Hill U,41,147.1838791,-44.32013322,Coral rubble,70,1.885914438,11,QT,1,11,1200.240776,0,0,0
031_0083,0.6999076666933061,0.08748845833666326,0,0,0.08748845833666326,0,0,0,0,0,0.08748845833666326,0.34995383334665303,0,0,NA,0,0.08748845833666326,26/11/2018 23:25,IN2018_V06_031,1,1,Hill U,41,147.1838269,-44.31977212,Coral reef substrate,83,11.43007911,3,QT,1,3,1191.475,0,0,50
031_0089,9.023306669327736,0,0,0,0.19198524828356886,0,0,0,0,0,0.19198524828356886,0.9599262414178442,0,0,NA,0,0.3839704965671377,26/11/2018 23:26,IN2018_V06_031,1,1,Hill U,41,147.183806,-44.31960142,Coral reef substrate,89,5.20873353,35,QT,1,35,1216.512037,0,0,100
031_0096,4.76334823464037,0,0,0,0.08505978990429232,0,0,0,0,0,0.3402391596171693,1.1057772687558,0,0,NA,0,0.5954185293300462,26/11/2018 23:26,IN2018_V06_031,1,1,Hill U,41,147.1838204,-44.31935363,Coral reef substrate,96,11.75643628,19,QT,1,19,1209.026724,0,0,100
031_0115,16.856141528550687,0,0,0,0.15902020309953477,0,0,0,0,0,0.47706060929860433,2.226282843393487,0,0,NA,0,0.6360808123981391,26/11/2018 23:28,IN2018_V06_031,1,1,Hill U,41,147.1838181,-44.31869827,Coral reef substrate,115,6.288509136,25,QT,1,25,1185.44316,0,0,100
031_0134,2.789595714603138,0,0,0,0.19925683675736697,0,0,0,0,0,1.1955410205442019,0.7970273470294679,0,0,NA,0,0.5977705102721009,26/11/2018 23:30,IN2018_V06_031,1,1,Hill U,41,147.1837669,-44.31806392,Coral reef substrate,134,5.018648375,1,QT,1,1,1226.847396,0,0,100
031_0166,2.24341411832894,0,0,0,0.14021338239555875,0,0,0,0,0,1.8227739711422637,2.5238408831200574,0,0,NA,0,1.12170705916447,26/11/2018 23:32,IN2018_V06_031,1,1,Hill U,41,147.1837899,-44.31706579,Coral reef substrate,166,7.131986854,29,QT,1,29,1248.232317,0,0,100
031_0172,0.6609628742142172,0,0,0,0,0,0,0,0,0,0.6609628742142172,2.31337005974976,0,0,NA,0,0.49572215566066286,26/11/2018 23:33,IN2018_V06_031,1,1,Hill U,41,147.1838015,-44.3168682,Coral reef substrate,172,6.051777121,13,QT,1,13,1252.768902,0,0,95
031_0191,1.9410213368556195,0,0,0,0.9705106684278098,0,0,0,0,0,0.9705106684278098,4.852553342139049,0,0,NA,0,2.9115320052834295,26/11/2018 23:34,IN2018_V06_031,1,1,Hill U,41,147.183914,-44.31621907,Coral reef substrate,191,1.030385376,37,QT,1,37,1280.747991,0,0,0
031_0198,0.8197732165765428,0,0,0,0.2049433041441357,0,0,0,0,0,0.8197732165765428,2.664262953873764,0.2049433041441357,0,NA,0,1.4346031290089498,26/11/2018 23:35,IN2018_V06_031,1,1,Hill U,41,147.183972,-44.31597002,Coral reef substrate,198,4.879398252,21,QT,1,21,1292.152876,0,0,95
031_0217,0.6586586519632847,0,0,0,0.10977644199388077,0,0,0,0,0,0.6586586519632847,3.403069701810304,0,0,NA,0,0.5488822099694038,26/11/2018 23:37,IN2018_V06_031,1,1,Hill U,41,147.1840179,-44.3154516,Coral reef substrate,217,9.109422585,24,QT,1,24,1300.8,0,0,95
031_0223,0.28833706951737764,0,0,0,0.07208426737934441,0,0,0,0,0,0.5045898716554108,2.3787808235183654,0,0,NA,0,0.14416853475868882,26/11/2018 23:37,IN2018_V06_031,1,1,Hill U,41,147.1839939,-44.31536765,Coral reef substrate,223,13.87265261,8,QT,1,8,1300.18,0,0,95
031_0230,0.9490533761394928,0,0,0,0.13557905373421325,0,0,0,0,0,0.542316214936853,0.8134743224052796,0,0,NA,0,0.542316214936853,26/11/2018 23:38,IN2018_V06_031,1,1,Hill U,41,147.183976,-44.31526338,Coral reef substrate,230,7.375770611,40,QT,1,40,1307.92,0,0,98
031_0242,7.745635262540714,0.22781280183943275,0,0,0.11390640091971638,0,0,0,0,0,1.2529704101168802,2.6198472211534765,0,0,NA,0,0.34171920275914913,26/11/2018 23:39,IN2018_V06_031,1,1,Hill U,41,147.183977,-44.31482739,Coral reef substrate,242,8.779137888,32,QT,1,32,1323.05,0,0,90
031_0268,1.7784458465783666,0,0,0,0.07732373245992899,0,0,0,0,0,0.30929492983971596,0.15464746491985798,0,0,NA,0,0.07732373245992899,26/11/2018 23:41,IN2018_V06_031,1,1,Hill U,41,147.1839274,-44.31422884,Coral reef substrate,268,12.93264006,28,QT,1,28,1349.125,0,0,20
031_0274,0.4717592932669889,0,0,0,0.09435185865339778,0,0,0,0,0,0.2830555759601934,0.3774074346135911,0,0,NA,0,0,26/11/2018 23:42,IN2018_V06_031,1,1,Hill U,41,147.1838956,-44.31406512,Coral reef substrate,274,10.59862534,12,QT,1,12,1361.21875,0,0,25
031_0287,2.000599621601504,0,0,0,0.1176823306824414,0,0,0,0,0,0,0.588411653412207,0,0,NA,0,0,26/11/2018 23:43,IN2018_V06_031,1,1,Hill U,41,147.1838291,-44.31380539,Coral reef substrate,287,8.497452372,4,QT,1,4,1376.513115,0,0,30
031_0300,0.29937979938881176,0,0,0,0.29937979938881176,0,0,0,0,0,0,0,0,0,NA,0,0,26/11/2018 23:44,IN2018_V06_031,1,1,Hill U,41,147.1838646,-44.31346067,Coral rubble,300,3.340238727,20,QT,1,20,1386.496721,0,0,0
031_0319,0.7364764206104125,0,0,0,0.1472952841220825,0,0,0,0,0,0,0,0,0,NA,0,0,26/11/2018 23:45,IN2018_V06_031,1,1,Hill U,41,147.183902,-44.31299929,Coral rubble,319,6.789083615,26,QT,1,26,1393.05,0,0,0
031_0325,0.09296360508978378,0,0,0,0.09296360508978378,0,0,0,0,0,0,0,0,0,NA,0,0,26/11/2018 23:46,IN2018_V06_031,1,1,Hill U,41,147.1838045,-44.31289738,Coral rubble,325,10.75689781,10,QT,1,10,1415.025,0,0,0
031_0332,0,0,0,0,0.2296206135983483,0,0,0,0,0,0,0,0,0,NA,0,0,26/11/2018 23:46,IN2018_V06_031,1,1,Hill U,41,147.1837628,-44.3127287,Coral rubble,332,4.355009702,42,QT,1,42,1414.501961,0,0,0
031_0338,0,0,0,0,0.11033160708997372,0,0,0,0,0,0,0,0,0,NA,0,0,26/11/2018 23:47,IN2018_V06_031,1,1,Hill U,41,147.1837268,-44.31256812,Coral rubble,338,9.063585915,2,QT,1,2,1419.772222,0,0,0
031_0345,1.292873296581486,0,0,0,0.143652588509054,0,0,0,0,0,0,0,0,0,NA,0,0,26/11/2018 23:48,IN2018_V06_031,1,1,Hill U,41,147.1836968,-44.31239342,Coral rubble,345,6.961238989,34,QT,1,34,1414.759341,0,0,0
031_0351,0.9673983804884321,0,0,0,0.09673983804884322,0,0,0,0,0,0,0,0,0,NA,0,0,26/11/2018 23:48,IN2018_V06_031,1,1,Hill U,41,147.1836427,-44.31226078,Coral rubble,351,10.33700304,18,QT,1,18,1421.146825,0,0,0
031_0370,0,0,0,0,0.42290593448144614,0,0,0,0,0,0,0,0,0,NA,0,0,26/11/2018 23:50,IN2018_V06_031,1,1,Hill U,41,147.1834797,-44.3116923,Coral rubble,370,2.364592025,30,QT,1,30,1411.461518,0,0,0
032_0005,1.1361304436038446,0.1747892990159761,0,0,0,0,0,0,0,0.08739464950798805,0.4369732475399402,1.0487357940958566,0,0,NA,0,0.1747892990159761,27/11/2018 1:15,IN2018_V06_032,1,1,Hill U,55,147.1800886,-44.32329347,Coral reef substrate,5,11.44234808,18,QT,1,18,1110.688889,0,0,100
032_0082,6.073789209258036,0.3572817181916492,0,0,0.1786408590958246,0,0,0,0,0,0.7145634363832984,2.679612886437369,0,0,NA,0,0.8932042954791231,27/11/2018 1:22,IN2018_V06_032,1,1,Hill U,55,147.1820166,-44.32251248,Coral reef substrate,82,5.597823505,54,QT,1,54,1127.157143,0,0,100
032_0124,4.742589182717195,0,0,0,0.2496099569851155,0,0,0,0,0,0.499219913970231,0.7488298709553466,0,0,NA,0,0.499219913970231,27/11/2018 1:26,IN2018_V06_032,1,1,Hill U,55,147.1828959,-44.32210964,Coral reef substrate,124,4.00625044,46,QT,1,46,1147.3,0,0,100
032_0135,1.5762230994938824,0,0,0,0.11258736424956303,0,0,0,0,0,0,0.22517472849912606,0,0,NA,0,0,27/11/2018 1:26,IN2018_V06_032,1,1,Hill U,55,147.1832812,-44.32193332,Coral reef substrate,135,8.881991391,14,QT,1,14,1153.891667,0,0,70
032_0141,13.7749308885136,0.43046659026605,0,0,0.43046659026605,0,0,0,0,0,0.8609331805321,1.7218663610642,0,0,NA,0,3.8741993123944503,27/11/2018 1:27,IN2018_V06_032,1,1,Hill U,55,147.1833891,-44.3218946,Coral reef substrate,141,2.323060657,20,QT,1,20,1158.4,0,0,100
032_0150,2.3951202543795835,0.08870815756961421,0,0,0.08870815756961421,0,0,0,0,0,0.17741631513922843,0.35483263027845685,0,0,NA,0,0.5322489454176853,27/11/2018 1:28,IN2018_V06_032,1,1,Hill U,55,147.1836013,-44.32182779,Coral reef substrate,150,11.27292041,52,QT,1,52,1163.744444,0,0,60
032_0158,0,0,0,0,0.09962881501609963,0,0,0,0,0,0,0,0,0,NA,0,0,27/11/2018 1:28,IN2018_V06_032,1,1,Hill U,55,147.1838129,-44.32177068,Coral rubble,158,10.03725679,36,QT,1,36,1169.933333,0,0,0
032_0193,0.37444771279258315,0,0,0,0.37444771279258315,0,0,0,0,0,0.37444771279258315,0.7488954255851663,0,0,NA,0,0,27/11/2018 1:31,IN2018_V06_032,1,1,Hill U,55,147.1845771,-44.32155916,Coral rubble,193,2.670599835,44,QT,1,44,1193.225,0,0,10
032_0203,0,0,0,0,0.11204435656805559,0,0,0,0,0.11204435656805559,0,0,0,0,NA,0,0,27/11/2018 1:32,IN2018_V06_032,1,1,Hill U,55,147.1848163,-44.32150431,Rock,203,8.92503675,12,QT,1,12,1199.057143,0,0,0
032_0210,0.6298273352293907,0,0,0,0.20994244507646356,0,0,0,0,0,0,0,0,0,NA,0,0,27/11/2018 1:33,IN2018_V06_032,1,1,Hill U,55,147.1850092,-44.32146931,Rock,210,4.76321022,24,QT,1,24,1202.775,0,0,0
032_0238,3.069978941205713,0,0,0,0.25583157843380944,0,0,0,0,0,0,0.5116631568676189,0,0,NA,0,0,27/11/2018 1:35,IN2018_V06_032,1,1,Hill U,55,147.1856735,-44.32136435,Rock,238,3.908821601,8,QT,1,8,1216.122222,0,0,0
032_0261,0.305008799543518,0,0,0,0.10166959984783933,0,0,0,0,0,0,0.305008799543518,0,0,NA,0,0.10166959984783933,27/11/2018 1:37,IN2018_V06_032,1,1,Hill U,55,147.186464,-44.32123666,Coral rubble,261,9.835781802,48,QT,1,48,1230.955556,0,0,0
032_0278,1.4704371084172907,0,0,0,0.3676092771043227,0,0,0,0,0,0,0.3676092771043227,0,0,NA,0,0,27/11/2018 1:39,IN2018_V06_032,1,1,Hill U,55,147.1866767,-44.32119459,Coral rubble,278,2.720279553,19,QT,1,19,1240.7,0,0,1
032_0295,0,0,0,0,0.18009910546885075,0,0,0,0,0,0,0,0,0,NA,0,0,27/11/2018 1:40,IN2018_V06_032,1,1,Hill U,55,147.1869431,-44.32113556,Coral rubble,295,5.552498428,35,QT,1,35,1245.544444,0,0,0
032_0306,0.23009337671502814,0,0,0,0.23009337671502814,0,0,0,0,0.23009337671502814,0,0.23009337671502814,0,0,NA,0,0.23009337671502814,27/11/2018 1:41,IN2018_V06_032,1,1,Hill U,55,147.1871838,-44.32108024,Rock,306,4.346061648,3,QT,1,3,1254.8,0,0,5
032_0312,0.10337852888892486,0.31013558666677454,0,0,0.10337852888892486,0,0,0,0,0,0.20675705777784972,0.7236497022224739,0,0,NA,0,0,27/11/2018 1:42,IN2018_V06_032,1,1,Hill U,55,147.1876237,-44.32097761,Coral rubble,312,9.673188531,27,QT,1,27,1261.133333,0,0,2
032_0330,0,0,0,0,0.2800540469583928,0,0,0,0,0.5601080939167856,0,0.2800540469583928,0,0,NA,0,0,27/11/2018 1:43,IN2018_V06_032,1,1,Hill U,55,147.1879794,-44.32089575,Rock,330,3.57073933,43,QT,1,43,1275.577778,0,0,0
032_0338,0.4049084593928024,0,0,0,0.08098169187856048,0,0,0,0,0,0,0,0,0,NA,0,0,27/11/2018 1:44,IN2018_V06_032,1,1,Hill U,55,147.1881867,-44.32084872,Rock,338,12.34847009,75,QT-2,2,11,1279.0125,0,0,0
032_0355,0.1063598694845959,0,0,0,0.1063598694845959,0,0,0,0,0,0,0.2127197389691918,0,0,NA,0,0,27/11/2018 1:45,IN2018_V06_032,1,1,Hill U,55,147.1885951,-44.32075583,Rock,355,9.402042376,55,QT,1,55,1291.3,0,0,0
032_0364,0,0,0,0,0.14953665487285425,0,0,0,0,0,0,0,0,0,NA,0,0,27/11/2018 1:46,IN2018_V06_032,1,1,Hill U,55,147.1888441,-44.32069743,Rock,364,6.687323592,39,QT,1,39,1301.725,0,0,0
032_0381,0,0,0,0,0.1285809034557374,0,0,0,0,0,0,0,0,0,NA,0,0,27/11/2018 1:48,IN2018_V06_032,1,1,Hill U,55,147.1893012,-44.32059057,Rock,381,7.777204648,31,QT,1,31,1311.488889,0,0,0
032_0398,0.5994709431536176,0,0,0,0.1498677357884044,0,0,0,0,0,0,0,0,0,NA,0,0.1498677357884044,27/11/2018 1:49,IN2018_V06_032,1,1,Hill U,55,147.1897528,-44.320487,Rock,398,6.672550264,47,QT,1,47,1321.5375,0,0,0
032_0407,0,0,0,0,0.09232962431506123,0,0,0,0,0.27698887294518365,0,0,0,0,NA,0,0,27/11/2018 1:50,IN2018_V06_032,1,1,Hill U,55,147.1899856,-44.32043253,Sand - mud (<2mm),407,10.83075998,79,QT-2,2,15,1326.128571,0,0,0
032_0424,0,0,0,0,0,0,0,0,0,0.3473217929885863,0,0,0,0,NA,0,0,27/11/2018 1:51,IN2018_V06_032,1,1,Hill U,55,147.190446,-44.3203195,Rock,424,2.879174357,53,QT,1,53,1333.422222,0,0,0
032_0432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,27/11/2018 1:52,IN2018_V06_032,1,1,Hill U,55,147.1906394,-44.32026869,Sand - mud (<2mm),432,7.020078109,37,QT,1,37,1330.788889,0,0,0
032_0441,0.19774753612403542,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,27/11/2018 1:53,IN2018_V06_032,1,1,Hill U,55,147.1908492,-44.3202091,Sand - mud (<2mm),441,5.05695302,69,QT-2,2,5,1333.771429,0,0,0
032_0449,0.46796820646467757,0.15598940215489251,0,0,0.07799470107744626,0,0,0,0,0,0,0.23398410323233879,0,0,NA,0,0,27/11/2018 1:53,IN2018_V06_032,1,1,Hill U,55,147.1910311,-44.32015332,Rock,449,12.82138384,29,QT,1,29,1333.55,0,0,2
032_0477,0.49846109441705827,0,0,0,0.16615369813901942,0,0,0,0,0.16615369813901942,0,0.49846109441705827,0,0,NA,0,0.33230739627803885,27/11/2018 1:56,IN2018_V06_032,1,1,Hill U,55,147.1916287,-44.31993731,Sand - mud (<2mm),477,6.01852388,13,QT,1,13,1345.15,0,0,15
032_0492,0.23282721271051313,0,0.07760907090350437,0,0.07760907090350437,0,0,0,0,0,0,0.07760907090350437,0,0,NA,0,0.15521814180700874,27/11/2018 1:57,IN2018_V06_032,1,1,Hill U,55,147.1922012,-44.31973513,Rock,492,12.88509176,57,QT,1,57,1361.155556,0,0,1
032_0501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,27/11/2018 1:58,IN2018_V06_032,1,1,Hill U,55,147.1923706,-44.31968266,Coral rubble,501,3.429015098,41,QT,1,41,1366.422222,0,0,0
032_0511,0,0,1.0347043321432596,0,0.07390745229594713,0,0,0,0,0.14781490459189425,0,0.14781490459189425,0,0,NA,0,0,27/11/2018 1:59,IN2018_V06_032,1,1,Hill U,55,147.1925467,-44.31962428,Coral reef substrate,511,13.53043528,9,QT,1,9,1370.65,0,0,15
032_0535,0,0,0,0,0.10906607708511992,0,0,0,0,0.4362643083404797,0,0,0,0,NA,0,0,27/11/2018 2:01,IN2018_V06_032,1,1,Hill U,55,147.1931492,-44.31943632,Coral rubble,535,9.16875372,49,QT,1,49,1416.65,0,0,0
