image_key,NS,SC-ENLP,SC-MAD,SC-SOL,SU-BBAR,SU-BCOR,SU-BOL,SU-BOTH,SU-COB,SU-CONBIO,SU-ENLP,SU-MAD,SU-PEBGRAV,SU-ROK,SU-SAMU,SU-SOL,<NA>,INDEX_RECORDED_TIMESTAMP,SVY_OPS,Transect Priority,NEW priority,MapLoc,Target RANSMPL (1/10),KF_USBL_LON,KF_USBL_LAT,SubstConc (17-7-19),IMAGE_NO,QUAD-Size,RANSEL_NO,RAN_SEL_STAT,"Selection round (1 orig sel, 2 replacement)",SelNo-NS replaced,COMMENTS,depth,OV_group,OV_CAT
118_0062,0,0,0,0,0,0,0,0,0,55.26315789473684,0,0,0,0,0,44.73684210526316,NA,9/12/2018 8:34,IN2018_V06_118,1,1,z34,44,147.1723183,-44.28009153,Coral rubble,62,7.636423774,57,QT,1,57,NA,1229.515556,Matrix,Low - with patch - live
118_0071,0,0,0,0,0,100,0,0,0,NA,0,0,0,0,0,0,NA,9/12/2018 8:35,IN2018_V06_118,1,1,z34,44,147.1726601,-44.2800904,Coral reef substrate,71,1.610553894,89,QT-2,2,25,MOVED,1243.8,Rubble,Shaved
118_0093,0,0,0,0,0,6.666666666666667,0,0,0,20,0,0,0,0,0,73.33333333333333,NA,9/12/2018 8:37,IN2018_V06_118,1,1,z34,44,147.1734007,-44.28011312,Rock,93,2.906281668,5,QT,1,5,NA,1280.3,Matrix,Low - with patch - live
118_0109,0,0,0,0,0,40,0,40,0,20,0,0,0,0,0,0,NA,9/12/2018 8:38,IN2018_V06_118,1,1,z34,44,147.1739147,-44.28014445,Coral rubble,109,1.966638812,85,QT-2,2,53,NA,1299.38,Rubble,MedAb - with clumps - dead
118_0112,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,68,NA,9/12/2018 8:38,IN2018_V06_118,1,1,z34,44,147.1740146,-44.28014905,Coral rubble,112,4.99520265,21,QT,1,21,NA,1303.5675,Matrix,Low - shaved
118_0128,0,0,0,0,0,0,0,2.5,0,65,0,0,0,0,12.5,20,NA,9/12/2018 8:40,IN2018_V06_118,1,1,z34,44,147.1745831,-44.28015309,Coral rubble,128,8.010077323,77,QT-2,2,13,NA,1313.952,Rubble,MedAb - with patch - dead
118_0138,0,0,0,0,0,24,0,10,0,10,0,0,0,0,2,4,NA,9/12/2018 8:41,IN2018_V06_118,1,1,z34,44,147.1749794,-44.28015638,Coral rubble,138,5.032803179,61,QT,1,61,NA,1320.151111,Matrix,Low - shaved
118_0138,0,0,0,0,0,24,0,10,0,10,0,0,0,0,2,4,NA,9/12/2018 8:41,IN2018_V06_118,1,1,z34,44,147.1749794,-44.28015638,Coral rubble,138,5.032803179,61,QT,1,61,NA,1320.151111,Rubble,MedAb - with patch - dead
118_0150,0,0,0,0,0,0,0,0,0,7.6923076923076925,0,0,0,0,0,92.3076923076923,NA,9/12/2018 8:42,IN2018_V06_118,1,1,z34,44,147.1754737,-44.28016479,Coral reef substrate,150,2.59726423,29,QT,1,29,NA,1321.54,Matrix,Low - with patch - dead
118_0169,0,0,0,0,0,0,0,0,0,54.83870967741935,0,0,0,0,6.451612903225806,38.70967741935484,NA,9/12/2018 8:43,IN2018_V06_118,1,1,z34,44,147.1762798,-44.28020465,Coral reef substrate,169,6.221821832,3,QT,1,3,NA,1319.788,Matrix,Low - with patch - dead
118_0200,0,0,0,12.5,0,0,0,0,0,NA,0,0,0,0,0,87.5,NA,9/12/2018 8:46,IN2018_V06_118,1,1,z34,44,147.1779812,-44.28031969,Coral reef substrate,200,6.31827545,107,QT-2,2,43,MOVED,1252.071111,Matrix,High - shaved
118_0224,0,0,0,22.950819672131146,0,0,0,0,0,NA,0,0,0,0,0,77.04918032786885,NA,9/12/2018 8:48,IN2018_V06_118,1,1,z34,44,147.1791447,-44.28038998,Coral reef substrate,224,12.23347158,91,QT-2,2,27,MOVED,1268.853333,Matrix,High - reef
118_0276,0,0,0,0,0,0,0,0,0,20,0,0,0,20,6.666666666666667,53.333333333333336,NA,9/12/2018 8:52,IN2018_V06_118,1,1,z34,44,147.1809533,-44.2805108,Coral reef substrate,276,2.981178639,111,QT-2,2,47,MOVED,1365.337143,Matrix,High - shaved
118_0283,0,0,0,0,0,5.555555555555555,0,0,0,NA,0,0,0,94.44444444444444,0,0,NA,9/12/2018 8:53,IN2018_V06_118,1,1,z34,44,147.181205,-44.28051579,Rock,283,3.654768945,15,QT,1,15,NA,1374.42,Matrix,Low - sediment filled
118_0302,0,0,0,0,0,0,0,73.33333333333333,0,26.666666666666668,0,0,0,0,0,0,NA,9/12/2018 8:54,IN2018_V06_118,1,1,z34,44,147.1819338,-44.28060367,Rock,302,2.974769462,31,QT,1,31,NA,1376.719559,Rubble,LowAb - no clumps
118_0310,0,0,0,0,0,0,0,88.88888888888889,0,11.11111111111111,0,0,0,0,0,0,NA,9/12/2018 8:55,IN2018_V06_118,1,1,z34,44,147.1822343,-44.28065474,Rock,310,5.302542426,34,QT,1,34,NA,1374.498678,Other,No rubble or matrix
118_0322,0,0,0,0,0,0,0,100,0,NA,0,0,0,0,0,0,NA,9/12/2018 8:56,IN2018_V06_118,1,1,z34,44,147.1827217,-44.28073755,Rock,322,6.659300236,2,QT,1,2,NA,1370.896916,Other,No rubble or matrix
118_0329,0,0,0,0,0,0,0,0,0,NA,0,0,100,0,0,0,NA,9/12/2018 8:57,IN2018_V06_118,1,1,z34,44,147.183023,-44.28078874,Rock,329,6.041115105,50,QT,1,50,NA,1368.670485,Other,No rubble or matrix
118_0343,0,0,0,0,0,0,0,0,0,NA,0,0,3.5714285714285716,0,96.42857142857143,0,NA,9/12/2018 8:58,IN2018_V06_118,1,1,z34,44,147.1836935,-44.28088335,Sand - mud (<2mm),343,5.592449307,146,QT-2,2,18,MOVED,1366.373529,Other,No rubble or matrix
118_0357,0,0,0,0,0,0,0,0,0,NA,0,0,100,0,0,0,NA,9/12/2018 8:59,IN2018_V06_118,1,1,z34,44,147.1843055,-44.28093897,Pebble - gravel,357,4.072311892,74,QT-2,2,10,NA,1357.0875,Other,No rubble or matrix
118_0562,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,100,0,NA,9/12/2018 9:17,IN2018_V06_118,1,1,z34,44,147.1933855,-44.28118184,Sand - mud (<2mm),562,2.211731122,120,QT-2,2,56,MOVED,1380.942857,Other,No rubble or matrix
118_0570,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,100,0,NA,9/12/2018 9:18,IN2018_V06_118,1,1,z34,44,147.193715,-44.28116101,Sand - mud (<2mm),570,2.536177281,24,QT,1,24,NA,1379.94,Other,No rubble or matrix
118_0577,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,100,0,NA,9/12/2018 9:18,IN2018_V06_118,1,1,z34,44,147.1940008,-44.28114415,Sand - mud (<2mm),577,2.77225497,48,QT,1,48,NA,1381.42,Other,No rubble or matrix
118_0589,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,100,0,NA,9/12/2018 9:19,IN2018_V06_118,1,1,z34,44,147.1944662,-44.28110051,Sand - mud (<2mm),589,7.930036225,16,QT,1,16,NA,1381.2075,Other,No rubble or matrix
119_0007,0,0,0,15.625,0,0,0,0,0,NA,0,0,0,0,0,84.375,NA,9/12/2018 9:37,IN2018_V06_119,1,1,z20,24,147.2045644,-44.27884062,Coral reef substrate,7,12.84461159,23,QT,1,23,NA,1093.7125,Matrix,High - shaved
119_0011,0,0,0,12.962962962962964,0,0,0,0,0,NA,0,0,0,0,0,87.03703703703704,NA,9/12/2018 9:37,IN2018_V06_119,1,1,z20,24,147.2047018,-44.27882114,Coral reef substrate,11,10.83202377,7,QT,1,7,NA,1087.55,Matrix,High - shaved
119_0037,0,0,0,17.073170731707318,0,0,0,0,0,NA,0,0,0,0,0,82.92682926829268,NA,9/12/2018 9:39,IN2018_V06_119,1,1,z20,24,147.2056464,-44.27873226,Coral reef substrate,37,8.201883115,27,QT,1,27,NA,1125.944444,Matrix,High - reef
119_0041,5.882352941176471,0,0,25,0,0,0,0,0,2.9411764705882355,0,0,0,0,1.4705882352941178,64.70588235294117,NA,9/12/2018 9:40,IN2018_V06_119,1,1,z20,24,147.205765,-44.27872887,Coral reef substrate,41,13.57017615,11,QT,1,11,NA,1127.88,Matrix,High - reef
119_0086,0,0,0,2.0408163265306123,0,0,0,0,0,NA,0,0,0,0,0,97.95918367346938,NA,9/12/2018 9:43,IN2018_V06_119,1,1,z20,24,147.2070408,-44.27874283,Coral reef substrate,86,9.746840292,17,QT,1,17,NA,1198.436492,Matrix,High - shaved
119_0115,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,100,NA,9/12/2018 9:46,IN2018_V06_119,1,1,z20,24,147.2078049,-44.27873037,Coral reef substrate,115,7.205697342,21,QT,1,21,NA,1217.116176,Matrix,Low - shaved
119_0156,0,0,0,0,0,10,0,0,0,NA,0,0,0,90,0,0,NA,9/12/2018 9:49,IN2018_V06_119,1,1,z20,24,147.2093088,-44.27886198,Rock,156,1.999800424,28,QT,1,28,NA,1290.32,Rubble,MedAb - with patch - dead
119_0160,0,0,0,0,0,0,0,0,0,NA,0,0,0,100,0,0,NA,9/12/2018 9:50,IN2018_V06_119,1,1,z20,24,147.2094259,-44.27887895,Rock,160,5.749094767,12,QT,1,12,NA,1292.522222,Rubble,MedAb
119_0186,0,0,0,0,0,0,0,0,0,22.727272727272727,0,0,0,77.27272727272727,0,0,NA,9/12/2018 9:52,IN2018_V06_119,1,1,z20,24,147.2101214,-44.27892913,Rock,186,8.774936912,26,QT,1,26,NA,1318.99,Rubble,MedAb
119_0194,0,0,0,0,0,6.25,0,75,0,12.5,0,0,0,6.25,0,0,NA,9/12/2018 9:53,IN2018_V06_119,1,1,z20,24,147.2103161,-44.27893984,Rock,194,3.28518525,42,QT-2,2,10,NA,1331.9375,Rubble,MedAb - with clumps - dead
119_0227,0,0,0,0,0,0,0,20.689655172413794,0,79.3103448275862,0,0,0,0,0,0,NA,9/12/2018 9:55,IN2018_V06_119,1,1,z20,24,147.211313,-44.27896265,Coral rubble,227,11.54833414,6,QT,1,6,NA,1369.36875,Rubble,MedAb
120_0004,0,0,0,0,0,0,0,0,0,NA,0,0,100,0,0,0,NA,9/12/2018 12:01,IN2018_V06_120,3,5,slope,51,147.1162206,-44.3452425,Pebble - gravel,4,1.286062598,21,QT,1,21,NA,1522.375,Other,No rubble or matrix
120_0012,0,0,0,0,0,0,0,0,0,NA,0,0,100,0,0,0,NA,9/12/2018 12:01,IN2018_V06_120,3,5,slope,51,147.1161348,-44.34543823,Pebble - gravel,12,3.8366428,53,QT,1,53,NA,1519.2,Other,No rubble or matrix
120_0030,0,0,0,0,0,0,0,0,0,NA,0,0,100,0,0,0,NA,9/12/2018 12:03,IN2018_V06_120,3,5,slope,51,147.115947,-44.34590036,Pebble - gravel,30,5.903092218,5,QT,1,5,NA,1522.157143,Other,No rubble or matrix
120_0068,0,0,0,0,0,0,0,0,0,NA,0,0,100,0,0,0,NA,9/12/2018 12:06,IN2018_V06_120,3,5,slope,51,147.1156295,-44.34701967,Rock,68,1.774157401,25,QT,1,25,NA,1529.239286,Other,No rubble or matrix
120_0094,0,0,0,0,0,0,0,0,0,NA,0,0,100,0,0,0,NA,9/12/2018 12:08,IN2018_V06_120,3,5,slope,51,147.1154428,-44.34782058,Pebble - gravel,94,4.733892414,9,QT,1,9,NA,1528.619444,Other,No rubble or matrix
120_0116,0,0,0,0,0,0,0,33.333333333333336,0,NA,0,0,7.407407407407407,18.51851851851852,40.74074074074074,0,NA,9/12/2018 12:10,IN2018_V06_120,3,5,slope,51,147.115288,-44.34860393,Pebble - gravel,116,5.416571987,49,QT,1,49,NA,1539.5,Other,No rubble or matrix
120_0149,0,0,0,0,0,0,0,0,0,NA,0,0,100,0,0,0,NA,9/12/2018 12:13,IN2018_V06_120,3,5,slope,51,147.1151262,-44.34981854,Sand - mud (<2mm),149,7.283014074,39,QT,1,39,NA,1549.260317,Other,No rubble or matrix
120_0165,0,0,0,0,0,0,0,0,0,NA,0,0,0,97.87234042553192,2.127659574468085,0,NA,9/12/2018 12:15,IN2018_V06_120,3,5,slope,51,147.1150922,-44.35039294,Rock,165,9.317048083,31,QT,1,31,NA,1545.15,Other,No rubble or matrix
120_0213,0,0,0,0,0,0,0,0,0,NA,0,0,100,0,0,0,NA,9/12/2018 12:19,IN2018_V06_120,3,5,slope,51,147.1150769,-44.35213411,Pebble - gravel,213,4.794037242,43,QT,1,43,NA,1555.3375,Other,No rubble or matrix
120_0229,0,0,0,0,0,0,0,0,0,NA,0,0,100,0,0,0,NA,9/12/2018 12:20,IN2018_V06_120,3,5,slope,51,147.1150609,-44.35269351,Pebble - gravel,229,2.929338364,35,QT,1,35,NA,1558.94,Other,No rubble or matrix
120_0245,0,0,0,0,0,0,0,0,0,NA,0,0,100,0,0,0,NA,9/12/2018 12:21,IN2018_V06_120,3,5,slope,51,147.1150059,-44.35328481,Pebble - gravel,245,4.589329322,51,QT,1,51,NA,1557.066667,Other,No rubble or matrix
120_0255,0,0,0,0,0,0,0,0,0,NA,0,0,100,0,0,0,NA,9/12/2018 12:22,IN2018_V06_120,3,5,slope,51,147.1149819,-44.35363562,Pebble - gravel,255,4.08677761,19,QT,1,19,NA,1562.49375,Other,No rubble or matrix
120_0288,0,0,0,0,0,0,0,0,0,NA,0,0,100,0,0,0,NA,9/12/2018 12:25,IN2018_V06_120,3,5,slope,51,147.1148869,-44.35484645,Pebble - gravel,288,3.738240503,6,QT,1,6,NA,1566.756,Other,No rubble or matrix
120_0294,0,0,0,0,0,0,0,0,0,NA,0,0,100,0,0,0,NA,9/12/2018 12:26,IN2018_V06_120,3,5,slope,51,147.11489,-44.35507268,Pebble - gravel,294,3.052550594,30,QT,1,30,NA,1567.196875,Other,No rubble or matrix
120_0326,0,0,0,0,0,0,0,0,0,NA,0,0,100,0,0,0,NA,9/12/2018 12:28,IN2018_V06_120,3,5,slope,51,147.1149479,-44.35628096,Pebble - gravel,326,2.665098695,26,QT,1,26,NA,1569.222222,Other,No rubble or matrix
120_0352,0,0,0,0,0,0,0,0,0,NA,0,0,100,0,0,0,NA,9/12/2018 12:31,IN2018_V06_120,3,5,slope,51,147.1150134,-44.35722022,Pebble - gravel,352,4.416638496,10,QT,1,10,NA,1565.583333,Other,No rubble or matrix
120_0358,0,0,0,0,0,0,0,0,0,NA,0,0,100,0,0,0,NA,9/12/2018 12:31,IN2018_V06_120,3,5,slope,51,147.1150251,-44.35742463,Pebble - gravel,358,3.405752139,34,QT,1,34,NA,1569.9625,Other,No rubble or matrix
120_0374,0,0,0,0,0,0,0,0,0,NA,0,0,100,0,0,0,NA,9/12/2018 12:32,IN2018_V06_120,3,5,slope,51,147.1150999,-44.35800105,Rock,374,2.438400925,50,QT,1,50,NA,1565.9,Other,No rubble or matrix
120_0449,0,0,0,0,0,0,0,0,0,NA,0,0,100,0,0,0,NA,9/12/2018 12:39,IN2018_V06_120,3,5,slope,51,147.1154159,-44.36076489,Pebble - gravel,449,5.243161142,16,QT,1,16,NA,1582.502857,Other,No rubble or matrix
120_0497,0,0,0,0,0,0,0,60,0,40,0,0,0,0,0,0,NA,9/12/2018 12:43,IN2018_V06_120,3,5,slope,51,147.1155932,-44.36247038,Pebble - gravel,497,3.954470302,4,QT,1,4,NA,1592,Other,No rubble or matrix
121_0049,0,0,0,2.857142857142857,0,0,0,0,0,NA,0,0,0,0,0,97.14285714285714,NA,9/12/2018 13:12,IN2018_V06_121,fished,3,Belinda's Dory Hill,18,147.1177076,-44.38082162,Coral reef substrate,49,7.014319184,19,QT,1,19,NA,1192.538889,Matrix,Low - shaved
121_0063,0,0,0,4,0,0,0,0,0,NA,0,0,0,0,0,96,NA,9/12/2018 13:13,IN2018_V06_121,fished,3,Belinda's Dory Hill,18,147.1177115,-44.38135138,Coral reef substrate,63,4.964367223,11,QT,1,11,NA,1220.053125,Matrix,Low - shaved
121_0074,0,0,0,0,0,3.8461538461538463,0,0,0,7.6923076923076925,0,0,0,0,0,88.46153846153847,NA,9/12/2018 13:14,IN2018_V06_121,fished,3,Belinda's Dory Hill,18,147.117745,-44.38169449,Coral reef substrate,74,5.171226085,7,QT,1,7,NA,1236.413333,Matrix,Low - shaved
121_0108,0,0,0,0,4.761904761904762,14.285714285714286,0,61.904761904761905,0,19.047619047619047,0,0,0,0,0,0,NA,9/12/2018 13:17,IN2018_V06_121,fished,3,Belinda's Dory Hill,18,147.1178869,-44.38271876,Coral rubble,108,4.237475771,10,QT,1,10,NA,1305.46,Rubble,MedAb
121_0119,0,0,0,0,0,5.882352941176471,0,88.23529411764706,0,5.882352941176471,0,0,0,0,0,0,NA,9/12/2018 13:18,IN2018_V06_121,fished,3,Belinda's Dory Hill,18,147.1179102,-44.3830172,Coral rubble,119,3.438194852,6,QT,1,6,NA,1320.392593,Rubble,MedAb
121_0142,0,0,0,0,0,58.8235294117647,0,29.41176470588235,0,11.764705882352942,0,0,0,0,0,0,NA,9/12/2018 13:20,IN2018_V06_121,fished,3,Belinda's Dory Hill,18,147.1179618,-44.38362979,Rock,142,3.46023987,4,QT,1,4,NA,1369.297143,Rubble,MedAb - with patch - live
122_0063,0,0,0,0,0,9.090909090909092,0,0,0,NA,0,0,0,0,0,90.9090909090909,NA,9/12/2018 15:10,IN2018_V06_122,1,1,z103,64,147.1473753,-44.40982099,Coral reef substrate,63,2.24096409,2,QT,1,2,NA,1441.216,Matrix,High - shaved
122_0098,0,0,0,0,0,15.384615384615385,0,15.384615384615385,0,61.53846153846154,0,0,0,7.6923076923076925,0,0,NA,9/12/2018 15:13,IN2018_V06_122,1,1,z103,64,147.1484077,-44.40912994,Coral rubble,98,2.533066417,78,QT-2,2,14,NA,1503.411111,Matrix,Low - shaved
122_0118,0,0,0,0,0,10,0,75,0,NA,0,0,0,0,15,0,NA,9/12/2018 15:15,IN2018_V06_122,1,1,z103,64,147.1489791,-44.40883354,Coral rubble,118,3.994022235,94,QT-2,2,30,NA,1540.47,Rubble,MedAb - with clumps - dead
122_0173,0,0,0,0,0,0,0,5.555555555555555,0,5.555555555555555,0,0,0,88.88888888888889,0,0,NA,9/12/2018 15:19,IN2018_V06_122,1,1,z103,64,147.1505296,-44.40795546,Rock,173,3.574829681,12,QT,1,12,NA,1610.585,Matrix,Low - with clumps - dead
122_0188,0,0,0,0,0,18.75,0,6.25,0,NA,0,0,0,75,0,0,NA,9/12/2018 15:21,IN2018_V06_122,1,1,z103,64,147.1509411,-44.40773335,Rock,188,3.133236309,60,QT,1,60,NA,1632.69,Rubble,MedAb - with clumps - dead
122_0193,0,0,0,0,0,0,0,9.523809523809524,0,9.523809523809524,0,0,0,71.42857142857143,4.761904761904762,4.761904761904762,NA,9/12/2018 15:21,IN2018_V06_122,1,1,z103,64,147.15108,-44.40766321,Rock,193,4.27449009,28,QT,1,28,NA,1637.177778,Rubble,MedAb
122_0213,0,0,0,0,0,0,0,0,0,NA,0,0,0,90.9090909090909,9.090909090909092,0,NA,9/12/2018 15:23,IN2018_V06_122,1,1,z103,64,147.1517028,-44.40736585,Rock,213,4.439019182,20,QT,1,20,NA,1663.89,Rubble,MedAb
122_0253,0,0,0,0,0,0,0,0,0,NA,0,0,0,100,0,0,NA,9/12/2018 15:26,IN2018_V06_122,1,1,z103,64,147.1531,-44.40684154,Rock,253,1.966439681,16,QT,1,16,NA,1719.44,Other,No rubble or matrix
122_0268,0,0,0,0,0,0,0,0,0,NA,0,0,0,88.88888888888889,11.11111111111111,0,NA,9/12/2018 15:27,IN2018_V06_122,1,1,z103,64,147.153538,-44.40667452,Rock,268,3.576588269,64,QT,1,64,NA,1734.335,Other,No rubble or matrix
122_0373,0,0,0,0,0,0,0,0,75,NA,0,0,12.5,12.5,0,0,NA,9/12/2018 15:36,IN2018_V06_122,1,1,z103,64,147.1569277,-44.40542784,cobble - boulder,373,1.514410817,19,QT,1,19,NA,1812.875,Other,No rubble or matrix
122_0383,0,0,0,0,0,0,71.42857142857143,0,28.571428571428573,NA,0,0,0,0,0,0,NA,9/12/2018 15:37,IN2018_V06_122,1,1,z103,64,147.1573429,-44.40533424,cobble - boulder,383,1.372360704,3,QT,1,3,NA,1810.85,Other,No rubble or matrix
122_0408,0,0,0,0,0,0,53.333333333333336,0,33.333333333333336,NA,0,0,6.666666666666667,0,6.666666666666667,0,NA,9/12/2018 15:39,IN2018_V06_122,1,1,z103,64,147.1582618,-44.4049493,cobble - boulder,408,3.087129823,47,QT,1,47,NA,1830.797143,Other,No rubble or matrix
122_0462,0,0,0,0,0,0,0,0,7.6923076923076925,NA,0,0,0,92.3076923076923,0,0,NA,9/12/2018 15:44,IN2018_V06_122,1,1,z103,64,147.1598993,-44.40402038,Rock,462,2.501376317,7,QT,1,7,NA,1858.44,Other,No rubble or matrix
122_0472,0,0,0,0,0,0,0,0,0,NA,0,0,0,100,0,0,NA,9/12/2018 15:45,IN2018_V06_122,1,1,z103,64,147.1601543,-44.40383388,Rock,472,1.013420729,39,QT,1,39,NA,1858.805,Other,No rubble or matrix
122_0487,0,0,0,0,0,0,0,0,0,NA,0,0,40,60,0,0,NA,9/12/2018 15:46,IN2018_V06_122,1,1,z103,64,147.1605406,-44.40353054,Rock,487,1.018708695,45,QT,1,45,NA,1854.1225,Other,No rubble or matrix
122_0492,0,0,0,0,0,0,0,0,25,NA,0,0,75,0,0,0,NA,9/12/2018 15:46,IN2018_V06_122,1,1,z103,64,147.1606471,-44.40343348,cobble - boulder,492,1.624322211,13,QT,1,13,NA,1852.035,Other,No rubble or matrix
122_0507,0,0,0,0,0,0,0,0,34.78260869565217,NA,0,0,65.21739130434783,0,0,0,NA,9/12/2018 15:48,IN2018_V06_122,1,1,z103,64,147.1610088,-44.40310666,cobble - boulder,507,4.626392319,61,QT,1,61,NA,1853.185714,Other,No rubble or matrix
122_0517,0,0,0,0,0,0,0,0,25,NA,0,0,75,0,0,0,NA,9/12/2018 15:48,IN2018_V06_122,1,1,z103,64,147.1612382,-44.40290742,cobble - boulder,517,2.366896095,93,QT-2,2,29,NA,1855.5,Other,No rubble or matrix
122_0537,0,0,0,0,0,0,0,0,0,NA,0,0,100,0,0,0,NA,9/12/2018 15:50,IN2018_V06_122,1,1,z103,64,147.161748,-44.40255897,Rock,537,2.571500888,85,QT-2,2,21,NA,1850.905,Other,No rubble or matrix
122_0552,0,0,0,0,0,0,0,0,0,NA,0,0,100,0,0,0,NA,9/12/2018 15:51,IN2018_V06_122,1,1,z103,64,147.1621543,-44.40229679,Pebble - gravel,552,1.572543588,37,QT,1,37,NA,1852.09,Other,No rubble or matrix
122_0582,0,0,0,0,0,0,0,16.666666666666668,0,NA,0,0,0,50,33.333333333333336,0,NA,9/12/2018 15:54,IN2018_V06_122,1,1,z103,64,147.1629604,-44.40172502,Rock,582,2.477576737,1,QT,1,1,NA,1842.875,Other,No rubble or matrix
122_0592,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,100,0,NA,9/12/2018 15:55,IN2018_V06_122,1,1,z103,64,147.16325,-44.40151883,Rock,592,3.261054494,33,QT,1,33,NA,1833.566667,Other,No rubble or matrix
122_0607,0,0,0,0,0,0,0,0,0,NA,0,0,0,100,0,0,NA,9/12/2018 15:56,IN2018_V06_122,1,1,z103,64,147.1636695,-44.4011499,Rock,607,1.395800474,57,QT,1,57,NA,1827.271111,Other,No rubble or matrix
122_0612,0,0,0,0,0,0,0,4.166666666666667,0,NA,0,0,0,79.16666666666667,16.666666666666668,0,NA,9/12/2018 15:56,IN2018_V06_122,1,1,z103,64,147.1638149,-44.40102173,Rock,612,4.771529091,25,QT,1,25,NA,1818.597143,Other,No rubble or matrix
122_0622,0,0,0,0,0,0,0,0,0,NA,0,0,0,88.23529411764706,11.764705882352942,0,NA,9/12/2018 15:57,IN2018_V06_122,1,1,z103,64,147.164109,-44.40077304,Rock,622,3.374422042,9,QT,1,9,NA,1808.525,Other,No rubble or matrix
122_0632,0,0,0,0,0,0,0,0,0,NA,0,0,0,81.25,18.75,0,NA,9/12/2018 15:58,IN2018_V06_122,1,1,z103,64,147.1644443,-44.40052428,Rock,632,6.455288607,41,QT,1,41,NA,1794.097143,Other,No rubble or matrix
123_0020,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,100,NA,9/12/2018 16:16,IN2018_V06_123,1,1,Hill V,34,147.1725799,-44.39474002,Coral reef substrate,20,4.423992882,27,QT,1,27,NA,1281.556,Matrix,Low - shaved
123_0042,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,100,NA,9/12/2018 16:17,IN2018_V06_123,1,1,Hill V,34,147.1731755,-44.3943341,Coral reef substrate,42,2.472454339,35,QT,1,35,NA,1316.84,Matrix,High - reef
123_0063,0,0,0,0,0,0,0,0,0,28.205128205128204,0,0,0,0,7.6923076923076925,64.1025641025641,NA,9/12/2018 16:19,IN2018_V06_123,1,1,Hill V,34,147.1736971,-44.39400472,Coral reef substrate,63,7.832279502,31,QT,1,31,NA,1341.49,Matrix,Low - sediment filled
123_0080,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,100,NA,9/12/2018 16:21,IN2018_V06_123,1,1,Hill V,34,147.1741666,-44.39373957,Coral reef substrate,80,5.103925901,7,QT,1,7,NA,1337.326667,Matrix,Low - shaved
123_0161,0,0,0,0,0,0,0,0,0,6.896551724137931,0,0,0,0,13.793103448275861,79.3103448275862,NA,9/12/2018 16:27,IN2018_V06_123,1,1,Hill V,34,147.1762563,-44.39266267,Rock,161,5.771227866,25,QT,1,25,NA,1443.84,Matrix,Low - shaved
123_0204,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,10.526315789473685,89.47368421052632,NA,9/12/2018 16:31,IN2018_V06_123,1,1,Hill V,34,147.1771895,-44.39189524,Coral reef substrate,204,3.766467866,20,QT,1,20,NA,1511.748,Matrix,Low - shaved
123_0247,0,0,0,0,0,0,0,0,0,NA,0,0,0,89.65517241379311,10.344827586206897,0,NA,9/12/2018 16:35,IN2018_V06_123,1,1,Hill V,34,147.1780451,-44.391193,Rock,247,5.79279214,24,QT,1,24,NA,1563.578,Rubble,MedAb - with patch - dead
123_0253,0,0,0,0,0,25,0,0,0,33.333333333333336,0,0,0,0,16.666666666666668,25,NA,9/12/2018 16:35,IN2018_V06_123,1,1,Hill V,34,147.1782041,-44.39109069,Coral rubble,253,2.481935573,8,QT,1,8,NA,1570.654,Matrix,Low - sediment filled
123_0269,0,0,0,0,0,0,0,54.54545454545455,0,27.272727272727273,0,0,0,9.090909090909092,9.090909090909092,0,NA,9/12/2018 16:37,IN2018_V06_123,1,1,Hill V,34,147.1786042,-44.39088747,Coral rubble,269,2.284006532,14,QT,1,14,NA,1585.86,Rubble,MedAb
123_0291,6.25,0,0,0,0,0,0,6.25,0,3.125,0,0,0,37.5,46.875,0,NA,9/12/2018 16:39,IN2018_V06_123,1,1,Hill V,34,147.1793079,-44.39063431,Rock,291,6.40606224,22,QT,1,22,NA,1611.51,Other,No rubble or matrix
123_0323,0,0,0,0,0,0,0,0,0,NA,0,0,0,100,0,0,NA,9/12/2018 16:41,IN2018_V06_123,1,1,Hill V,34,147.180189,-44.39022245,Rock,323,1.869648757,34,QT,1,34,NA,1640.478571,Other,No rubble or matrix
125_0003,0,0,0,50,0,0,0,0,0,NA,0,0,0,0,0,50,NA,9/12/2018 21:27,IN2018_V06_125,1a,1a,z16,36,147.068074,-44.29056136,Coral reef substrate,3,3.141873236,7,QT,1,7,NA,1014.08125,Matrix,High - reef
125_0020,0,0,0,39.39393939393939,0,0,0,0,0,NA,0,0,0,0,0,60.60606060606061,NA,9/12/2018 21:28,IN2018_V06_125,1a,1a,z16,36,147.0687321,-44.29070487,Coral reef substrate,20,6.600321054,55,QT-2,2,23,NA,1029.083333,Matrix,High - reef
