image_key,NS,SC-ENLP,SC-MAD,SC-SOL,SU-BBAR,SU-BCOR,SU-BOL,SU-BOTH,SU-COB,SU-CONBIO,SU-ENLP,SU-MAD,SU-PEBGRAV,SU-ROK,SU-SAMU,SU-SOL,<NA>,INDEX_RECORDED_TIMESTAMP,SVY_OPS,Transect Priority,NEW priority,MapLoc,Target RANSMPL (1/10),KF_USBL_LON,KF_USBL_LAT,SubstConc (17-7-19),IMAGE_NO,QUAD-Size,RANSEL_NO,RAN_SEL_STAT,"Selection round (1 orig sel, 2 replacement)",SelNo-NS replaced,COMMENTS,depth,OV_group,OV_CAT
015_0010,0,0,0,0,0,0,0,0,0,NA,0,0,0,100,0,0,NA,25/11/2018 5:10,IN2018_V06_015,fished,1cx,Pedra,53,147.0981684,-44.2605959,Rock,10,3.126,NA,QT,2,84,emed,731.0611111,Other,No rubble or matrix
015_0011,0,0,0,0,0,0,0,0,0,NA,0,0,0,100,0,0,NA,25/11/2018 5:10,IN2018_V06_015,fished,1cx,Pedra,53,147.0981552,-44.26063978,Rock,11,4.636,148,QT,1,148,emed,732.495,Other,No rubble or matrix
015_0013,0,0,0,0,0,0,0,0,0,NA,0,0,0,100,0,0,NA,25/11/2018 5:10,IN2018_V06_015,fished,1cx,Pedra,53,147.0981163,-44.26072807,Rock,13,2.498,20,QT,1,20,emed,730.905,Other,No rubble or matrix
015_0020,0,0,0,0,0,0,0,0,0,NA,0,0,0,100,0,0,NA,25/11/2018 5:11,IN2018_V06_015,fished,1cx,Pedra,53,147.098045,-44.26095782,Rock,20,4.158,NA,QT,2,116,emed,737.3,Other,No rubble or matrix
015_0028,0,0,0,0,0,0,0,0,0,NA,0,0,0,100,0,0,NA,25/11/2018 5:12,IN2018_V06_015,fished,1cx,Pedra,53,147.0980176,-44.26104855,Rock,28,6.615,NA,QT,2,180,emed,736.6,Other,No rubble or matrix
015_0029,0,0,0,0,0,0,0,6.896551724137931,0,3.4482758620689653,0,0,0,89.65517241379311,0,0,NA,25/11/2018 5:12,IN2018_V06_015,fished,1cx,Pedra,53,147.0980163,-44.2610519,Rock,29,5.737,52,QT,1,52,emed,735.7,Rubble,Isolated fragments/ clumps
015_0036,0,0,0,0,0,0,0,0,0,NA,0,0,0,100,0,0,NA,25/11/2018 5:12,IN2018_V06_015,fished,1cx,Pedra,53,147.0979798,-44.26119595,Rock,36,2.627,100,QT,1,100,emed,738.5,Other,No rubble or matrix
015_0046,0,0,0,0,0,0,0,0,0,NA,0,0,0,100,0,0,NA,25/11/2018 5:13,IN2018_V06_015,fished,1cx,Pedra,53,147.0979348,-44.26143018,Rock,46,5.975,36,QT,1,36,emed,744.4,Other,No rubble or matrix
015_0048,0,0,0,0,0,0,0,0,0,NA,0,0,0,100,0,0,NA,25/11/2018 5:14,IN2018_V06_015,fished,1cx,Pedra,53,147.0979224,-44.26149361,Rock,48,2.697,NA,QT,2,132,emed,745.31,Other,No rubble or matrix
015_0055,0,0,0,0,0,0,0,0,0,NA,0,0,0,100,0,0,NA,25/11/2018 5:14,IN2018_V06_015,fished,1cx,Pedra,53,147.0978809,-44.26167243,Rock,55,5.195,NA,QT,2,4,emed,749.0888889,Other,No rubble or matrix
015_0062,0,0,0,0,0,0,0,0,0,NA,0,0,0,100,0,0,NA,25/11/2018 5:15,IN2018_V06_015,fished,1cx,Pedra,53,147.097839,-44.26191064,Rock,62,8.129,68,QT,1,68,emed,754.2,Other,No rubble or matrix
015_0068,0,0,0,0,0,0,0,0,0,NA,0,0,0,100,0,0,NA,25/11/2018 5:16,IN2018_V06_015,fished,1cx,Pedra,53,147.0978137,-44.26211313,Rock,68,6.36,92,QT,1,92,emed,761.9,Other,No rubble or matrix
015_0078,0,0,0,0,0,0,0,0,0,NA,0,0,0,100,0,0,NA,25/11/2018 5:18,IN2018_V06_015,fished,1cx,Pedra,53,147.0977785,-44.26249383,Rock,78,11.481,NA,QT,2,156,emed,776.41875,Other,No rubble or matrix
015_0079,0,0,0,0,0,0,0,0,0,NA,0,0,0,100,0,0,NA,25/11/2018 5:18,IN2018_V06_015,fished,1cx,Pedra,53,147.0977714,-44.26255023,Rock,79,7.79,28,QT,1,28,emed,779.2333333,Other,No rubble or matrix
015_0085,0,0,0,0,0,0,0,0,0,NA,0,0,0,100,0,0,NA,25/11/2018 5:18,IN2018_V06_015,fished,1cx,Pedra,53,147.097751,-44.26270599,Rock,85,8.726,124,QT,1,124,emed,781.4833333,Other,No rubble or matrix
015_0093,0,0,0,0,0,0,0,0,0,NA,0,0,0,100,0,0,NA,25/11/2018 5:19,IN2018_V06_015,fished,1cx,Pedra,53,147.0976879,-44.26298461,Rock,93,5.648,188,QT,1,188,emed,791.2,Other,No rubble or matrix
015_0095,0,0,0,0,0,0,0,0,0,NA,0,0,0,100,0,0,NA,25/11/2018 5:20,IN2018_V06_015,fished,1cx,Pedra,53,147.0976716,-44.26247207,Rock,95,5.177,60,QT,1,60,emed,792.23125,Other,No rubble or matrix
015_0101,0,0,0,0,0,0,0,0,0,NA,0,0,0,100,0,0,NA,25/11/2018 5:21,IN2018_V06_015,fished,1cx,Pedra,53,147.0976077,-44.26319588,Rock,101,4.862,108,QT,1,108,emed,798.8,Other,No rubble or matrix
015_0110,0,0,0,0,0,0,0,0,0,NA,0,0,0,100,0,0,NA,25/11/2018 5:22,IN2018_V06_015,fished,1cx,Pedra,53,147.0974877,-44.26358852,Rock,110,3.58,172,QT,1,172,emed,806.5,Other,No rubble or matrix
015_0112,0,0,0,0,0,0,3.5714285714285716,0,0,NA,0,0,0,96.42857142857143,0,0,NA,25/11/2018 5:22,IN2018_V06_015,fished,1cx,Pedra,53,147.0974756,-44.26363093,Rock,112,5.693,44,QT,1,44,emed,808.76,Other,No rubble or matrix
015_0118,0,0,0,0,0,0,0,0,0,NA,0,0,0,100,0,0,NA,25/11/2018 5:22,IN2018_V06_015,fished,1cx,Pedra,53,147.0973648,-44.26393024,Rock,118,1.574,140,QT,1,140,emed,813.7555556,Other,No rubble or matrix
015_0120,0,0,0,0,0,0,0,0,0,NA,0,0,0,100,0,0,NA,25/11/2018 5:23,IN2018_V06_015,fished,1cx,Pedra,53,147.0973525,-44.26396515,Rock,120,3.229,12,QT,1,12,emed,814.9,Rubble,Isolated fragments/ clumps
015_0128,0,0,0,0,0,0,0,0,0,NA,0,0,0,100,0,0,NA,25/11/2018 5:23,IN2018_V06_015,fished,1cx,Pedra,53,147.0973254,-44.26406652,Rock,128,10.586,76,QT,1,76,emed,819.75,Other,No rubble or matrix
015_0133,0,0,0,0,0,0,0,0,0,NA,0,0,0,100,0,0,NA,25/11/2018 5:24,IN2018_V06_015,fished,1cx,Pedra,53,147.0973,-44.26414653,Rock,133,5.866,NA,QT,2,88,emed,820.8,Other,No rubble or matrix
015_0143,0,0,0,0,0,0,0,0,0,NA,0,0,0,100,0,0,NA,25/11/2018 5:25,IN2018_V06_015,fished,1cx,Pedra,53,147.0972246,-44.26437329,Rock,143,4.093,152,QT,1,152,emed,832.3444444,Other,No rubble or matrix
015_0146,0,0,0,0,0,0,0,0,0,NA,0,0,0,100,0,0,NA,25/11/2018 5:26,IN2018_V06_015,fished,1cx,Pedra,53,147.0971794,-44.26451237,Rock,146,8.079,NA,QT,2,24,emed,832.8222222,Other,No rubble or matrix
015_0150,0,0,0,0,0,0,0,0,0,NA,0,0,0,100,0,0,NA,25/11/2018 5:26,IN2018_V06_015,fished,1cx,Pedra,53,147.0971444,-44.26463675,Rock,150,10.383,NA,QT,2,120,emed,841.6444444,Other,No rubble or matrix
015_0159,0,0,0,0,0,0,0,0,0,NA,0,0,0,100,0,0,NA,25/11/2018 5:28,IN2018_V06_015,fished,1cx,Pedra,53,147.0970464,-44.26493005,Rock,159,7.072,184,QT,1,184,emed,853.2875,Other,No rubble or matrix
015_0162,0,0,0,0,0,0,0,0,0,NA,0,0,0,100,0,0,NA,25/11/2018 5:28,IN2018_V06_015,fished,1cx,Pedra,53,147.097004,-44.26503335,Rock,162,6.49,NA,QT,2,56,emed,859.0875,Rubble,Isolated fragments/ clumps
015_0166,0,0,0,0,0,0,0,0,0,NA,0,0,0,100,0,0,NA,25/11/2018 5:29,IN2018_V06_015,fished,1cx,Pedra,53,147.0969551,-44.26517107,Rock,166,1.374,NA,QT,2,104,emed,866.7,Other,No rubble or matrix
015_0176,0,0,0,0,0,0,0,0,0,NA,0,0,0,100,0,0,NA,25/11/2018 5:30,IN2018_V06_015,fished,1cx,Pedra,53,147.0968265,-44.26548796,Rock,176,2.01,168,QT,1,168,emed,886.0375,Other,No rubble or matrix
015_0179,0,0,0,0,0,0,0,0,0,NA,0,0,0,100,0,0,NA,25/11/2018 5:31,IN2018_V06_015,fished,1cx,Pedra,53,147.0967979,-44.26555294,Rock,179,8.723,NA,QT,2,40,emed,891.2111111,Other,No rubble or matrix
015_0186,0,0,0,0,0,4.761904761904762,0,9.523809523809524,4.761904761904762,11.904761904761905,0,0,0,69.04761904761905,0,0,NA,25/11/2018 5:31,IN2018_V06_015,fished,1cx,Pedra,53,147.0967181,-44.26572302,Rock,186,8.492,8,QT,1,8,emed,896.875,Rubble,MedAb - with clumps - dead
015_0187,0,0,0,0,0,87.5,0,0,0,NA,0,0,0,12.5,0,0,NA,25/11/2018 5:32,IN2018_V06_015,fished,1cx,Pedra,53,147.096702,-44.26575617,Coral rubble,187,1.593,NA,QT,2,72,emed,899.63,Rubble,HighAb - with other
015_0198,0,0,0,0,0,13.114754098360656,0,0,0,NA,0,0,0,86.88524590163935,0,0,NA,25/11/2018 5:33,IN2018_V06_015,fished,1cx,Pedra,53,147.0965275,-44.26608315,Coral rubble,198,12.134,NA,QT,2,96,emed,918.7222222,Rubble,HighAb - with clumps - dead
015_0208,0,0,0,0,0,14.285714285714286,0,0,0,NA,0,0,0,85.71428571428571,0,0,NA,25/11/2018 5:35,IN2018_V06_015,fished,1cx,Pedra,53,147.0963614,-44.26638556,Rock,208,2.715,NA,QT,2,160,emed,939.1333333,Rubble,Isolated fragments/ clumps
015_0212,0,0,0,0,0,4.761904761904762,0,2.380952380952381,0,NA,0,0,0,92.85714285714286,0,0,NA,25/11/2018 5:36,IN2018_V06_015,fished,1cx,Pedra,53,147.0962987,-44.26649843,Rock,212,8.452,NA,QT,2,32,emed,949.0125,Rubble,MedAb - with clumps - dead
015_0218,0,0,0,0,0,0,0,0,0,NA,0,0,0,100,0,0,NA,25/11/2018 5:36,IN2018_V06_015,fished,1cx,Pedra,53,147.0962266,-44.26663232,Rock,218,1.603,NA,QT,2,128,emed,955.8,Rubble,Isolated fragments/ clumps
015_0224,0,0,0,0,0,9.090909090909092,0,0,0,NA,0,0,0,90.9090909090909,0,0,NA,25/11/2018 5:37,IN2018_V06_015,fished,1cx,Pedra,53,147.0960196,-44.2670381,Rock,224,2.211,NA,QT,2,64,emed,969.47,Rubble,MedAb
015_0239,0,0,0,0,0,0,0,11.627906976744185,0,NA,0,0,0,88.37209302325581,0,0,NA,25/11/2018 5:40,IN2018_V06_015,fished,1cx,Pedra,53,147.0958168,-44.26742956,Rock,239,8.664,NA,QT,2,112,emed,992.7333333,Rubble,MedAb - with clumps - dead
015_0243,0,0,0,0,0,27.272727272727273,0,40.90909090909091,0,NA,0,0,0,31.818181818181817,0,0,NA,25/11/2018 5:40,IN2018_V06_015,fished,1cx,Pedra,53,147.0957551,-44.26753786,Rock,243,4.475,NA,QT,2,176,emed,998.7,Rubble,MedAb - with clumps - dead
015_0244,0,0,0,0,0,0,0,4,0,NA,0,0,0,96,0,0,NA,25/11/2018 5:40,IN2018_V06_015,fished,1cx,Pedra,53,147.0957464,-44.26755214,Coral rubble,244,4.929,48,QT,1,48,emed,1001.2,Rubble,MedAb - with clumps - dead
015_0250,0,0,0,0,0,0,0,1.9230769230769231,0,NA,0,0,0,98.07692307692308,0,0,NA,25/11/2018 5:41,IN2018_V06_015,fished,1cx,Pedra,53,147.0956508,-44.26771892,Rock,250,10.421,144,QT,1,144,emed,1007.1875,Rubble,Isolated fragments/ clumps
015_0252,0,0,0,0,0,0,0,0,0,NA,0,0,0,100,0,0,NA,25/11/2018 5:42,IN2018_V06_015,fished,1cx,Pedra,53,147.095618,-44.26777546,Rock,252,9.645,16,QT,1,16,emed,1008.0625,Rubble,Isolated fragments/ clumps
015_0260,0,0,0,0,0,44.44444444444444,0,11.11111111111111,0,33.333333333333336,0,0,0,0,11.11111111111111,0,NA,25/11/2018 5:43,IN2018_V06_015,fished,1cx,Pedra,53,147.0954824,-44.26799869,Coral rubble,260,1.853,80,QT,1,80,emed,1020.69,Rubble,HighAb - with clumps - dead
015_0266,0,0,0,0,0,5.555555555555555,0,66.66666666666667,0,5.555555555555555,0,0,22.22222222222222,0,0,0,NA,25/11/2018 5:44,IN2018_V06_015,fished,1cx,Pedra,53,147.0954026,-44.26813422,Coral rubble,266,3.506,86,QT,1,86,emed,1029.2,Rubble,MedAb - with clumps - dead
015_0272,0,0,0,0,0,12,0,72,0,12,0,0,4,0,0,0,NA,25/11/2018 5:45,IN2018_V06_015,fished,1cx,Pedra,53,147.0953375,-44.26824956,Coral rubble,272,4.907,NA,QT,2,150,emed,1035.425,Rubble,MedAb - with clumps - dead
015_0276,0,0,0,0,0,60.869565217391305,0,13.043478260869565,0,26.08695652173913,0,0,0,0,0,0,NA,25/11/2018 5:45,IN2018_V06_015,fished,1cx,Pedra,53,147.0952874,-44.26834647,Coral rubble,276,4.6,22,QT,1,22,emed,1038.7,Rubble,Shaved
015_0283,0,0,0,0,0,33.333333333333336,0,0,0,44.44444444444444,0,0,0,0,0,22.22222222222222,NA,25/11/2018 5:46,IN2018_V06_015,fished,1cx,Pedra,53,147.0951434,-44.26863746,Coral rubble,283,1.823,118,QT,1,118,emed,1045.7,Rubble,Shaved
015_0299,0,0,0,0,0,0,0,0,0,NA,0,0,0,100,0,0,NA,25/11/2018 5:48,IN2018_V06_015,fished,1cx,Pedra,53,147.0949909,-44.26892431,Rock,299,1.601,102,QT,1,102,emed,1057.8,Rubble,HighAb - with clumps - dead
015_0307,0,0,0,0,0,7.142857142857143,0,35.714285714285715,0,NA,0,0,0,57.142857142857146,0,0,NA,25/11/2018 5:49,IN2018_V06_015,fished,1cx,Pedra,53,147.0948907,-44.26908899,Rock,307,2.771,166,QT,1,166,emed,1064.2,Rubble,MedAb - with clumps - dead
015_0310,0,0,0,0,0,0,0,14.285714285714286,0,42.857142857142854,0,0,0,42.857142857142854,0,0,NA,25/11/2018 5:49,IN2018_V06_015,fished,1cx,Pedra,53,147.0948226,-44.26921964,Rock,310,1.471,NA,QT,2,38,emed,1068.39,Rubble,MedAb - with clumps - dead
015_0315,0,0,0,0,0,0,0,90.47619047619048,0,4.761904761904762,0,0,4.761904761904762,0,0,0,NA,25/11/2018 5:50,IN2018_V06_015,fished,1cx,Pedra,53,147.094788,-44.26929329,Coral rubble,315,4.295,NA,QT,2,134,emed,1067.8,Rubble,MedAb - with clumps - dead
015_0318,0,0,0,0,0,0,0,75,0,25,0,0,0,0,0,0,NA,25/11/2018 5:50,IN2018_V06_015,fished,1cx,Pedra,53,147.0947375,-44.26939176,Coral rubble,318,6.373,6,QT,1,6,emed,1073.944444,Rubble,MedAb - with clumps - dead
015_0326,0,0,0,0,10.344827586206897,3.4482758620689653,0,79.3103448275862,0,6.896551724137931,0,0,0,0,0,0,NA,25/11/2018 5:51,IN2018_V06_015,fished,1cx,Pedra,53,147.0946431,-44.26956839,Coral rubble,326,5.732,70,QT,1,70,emed,1076.633333,Rubble,MedAb - with patch - dead
015_0332,0,0,0,0,15,5,0,70,0,5,0,0,5,0,0,0,NA,25/11/2018 5:52,IN2018_V06_015,fished,1cx,Pedra,53,147.0945381,-44.26975946,Coral rubble,332,4.021,94,QT,1,94,emed,1083.5,Rubble,MedAb - with clumps - dead
015_0339,0,0,0,0,0,0,0,65,0,30,0,0,2.5,0,2.5,0,NA,25/11/2018 5:53,IN2018_V06_015,fished,1cx,Pedra,53,147.0944511,-44.26995068,Coral rubble,339,7.972,NA,QT,2,158,emed,1086.588889,Rubble,MedAb - with clumps - dead
015_0342,0,0,0,0,0,0,0,62.5,0,37.5,0,0,0,0,0,0,NA,25/11/2018 5:53,IN2018_V06_015,fished,1cx,Pedra,53,147.0944321,-44.27000521,Coral rubble,342,1.619,30,QT,1,30,emed,1089.8,Rubble,MedAb - with clumps - dead
015_0348,0,0,0,0,0,0,0,51.111111111111114,0,8.88888888888889,0,0,40,0,0,0,NA,25/11/2018 5:54,IN2018_V06_015,fished,1cx,Pedra,53,147.0943844,-44.27015231,Coral rubble,348,9.064,NA,QT,2,126,emed,1094.4125,Rubble,MedAb - with clumps - dead
015_0359,0,0,0,0,0,2.9411764705882355,0,85.29411764705883,0,8.823529411764707,0,0,0,0,2.9411764705882355,0,NA,25/11/2018 5:55,IN2018_V06_015,fished,1cx,Pedra,53,147.0942956,-44.27047132,Coral rubble,359,6.816,62,QT,1,62,emed,1100.266667,Rubble,MedAb - with clumps - dead
015_0367,0,0,0,0,21.73913043478261,0,0,47.82608695652174,0,26.08695652173913,0,0,4.3478260869565215,0,0,0,NA,25/11/2018 5:57,IN2018_V06_015,fished,1cx,Pedra,53,147.0942299,-44.2707572,Coral rubble,367,4.603,NA,QT,2,110,emed,1107.3,Rubble,MedAb - with clumps - dead
015_0373,0,0,0,0,0,13.333333333333334,0,53.333333333333336,0,33.333333333333336,0,0,0,0,0,0,NA,25/11/2018 5:57,IN2018_V06_015,fished,1cx,Pedra,53,147.0941996,-44.2708935,Coral rubble,373,3.006,174,QT,1,174,emed,1111.266667,Rubble,MedAb
015_0376,0,0,0,0,3.125,0,0,87.5,0,3.125,0,0,6.25,0,0,0,NA,25/11/2018 5:58,IN2018_V06_015,fished,1cx,Pedra,53,147.0941727,-44.27097926,Barnacle plates,376,6.408,NA,QT,2,46,emed,1112.2875,Rubble,MedAb - with clumps - dead
015_0382,0,0,0,0,9.090909090909092,0,0,61.36363636363637,0,20.454545454545453,0,0,6.818181818181818,0,2.272727272727273,0,NA,25/11/2018 5:59,IN2018_V06_015,fished,1cx,Pedra,53,147.0941031,-44.27116365,Barnacle plates,382,8.71,142,QT,1,142,emed,1119.1,Rubble,MedAb
015_0385,0,0,0,0,0,0,0,80.3921568627451,0,19.607843137254903,0,0,0,0,0,0,NA,25/11/2018 5:59,IN2018_V06_015,fished,1cx,Pedra,53,147.0940667,-44.27125737,Coral rubble,385,10.296,NA,QT,2,14,emed,1119,Rubble,MedAb - with clumps - dead
015_0398,0,0,0,0,11.428571428571429,0,0,87.14285714285714,0,NA,0,0,1.4285714285714286,0,0,0,NA,25/11/2018 6:00,IN2018_V06_015,fished,1cx,Pedra,53,147.0939745,-44.27154669,Coral rubble,398,14.1,90,QT,1,90,emed,1127.3,Rubble,LowAb - with clumps
015_0406,0,0,0,0,77.77777777777777,0,0,22.22222222222222,0,NA,0,0,0,0,0,0,NA,25/11/2018 6:02,IN2018_V06_015,fished,1cx,Pedra,53,147.0938867,-44.27182026,Coral rubble,406,1.741,154,QT,1,154,emed,1131.1,Rubble,MedAb - with clumps - dead
015_0407,0,0,0,0,11.764705882352942,0,0,47.05882352941177,0,11.764705882352942,0,0,29.41176470588235,0,0,0,NA,25/11/2018 6:02,IN2018_V06_015,fished,1cx,Pedra,53,147.0938678,-44.27186848,Coral rubble,407,3.431,NA,QT,2,26,emed,1130.59375,Rubble,LowAb - with clumps
015_0423,0,0,0,0,0,0,0,92,0,8,0,0,0,0,0,0,NA,25/11/2018 6:04,IN2018_V06_015,fished,1cx,Pedra,53,147.0936073,-44.27243119,Coral rubble,423,4.933,186,QT,1,186,emed,1143.5,Rubble,MedAb - with clumps - dead
015_0425,0,0,0,0,16.666666666666668,0,0,79.16666666666667,0,4.166666666666667,0,0,0,0,0,0,NA,25/11/2018 6:04,IN2018_V06_015,fished,1cx,Pedra,53,147.0935337,-44.27257957,Coral rubble,425,4.796,58,QT,1,58,emed,1142.2125,Rubble,MedAb - with clumps - dead
015_0429,0,0,0,0,0,0,0,6.666666666666667,0,NA,0,0,0,93.33333333333333,0,0,NA,25/11/2018 6:05,IN2018_V06_015,fished,1cx,Pedra,53,147.0934891,-44.27267002,Rock,429,6.035,NA,QT,2,106,emed,1144.4,Rubble,MedAb - with clumps - dead
015_0439,0,0,0,0,21.428571428571427,0,0,57.142857142857146,0,3.5714285714285716,0,0,0,7.142857142857143,7.142857142857143,3.5714285714285716,NA,25/11/2018 6:06,IN2018_V06_015,fished,1cx,Pedra,53,147.0934235,-44.27280683,Rock,439,5.644,170,QT,1,170,emed,1151.6,Rubble,MedAb - with patch - dead
015_0441,0,0,0,0,20,0,0,50,0,26.666666666666668,0,0,0,0,3.3333333333333335,0,NA,25/11/2018 6:06,IN2018_V06_015,fished,1cx,Pedra,53,147.0933915,-44.27286794,Coral rubble,441,6.006,42,QT,1,42,emed,1153.2,Rubble,MedAb - with clumps - dead
015_0447,0,0,0,0,14.285714285714286,0,0,64.28571428571429,0,21.428571428571427,0,0,0,0,0,0,NA,25/11/2018 6:07,IN2018_V06_015,fished,1cx,Pedra,53,147.0933451,-44.27294956,Coral rubble,447,2.711,138,QT,1,138,emed,1150.1,Rubble,MedAb - with clumps - dead
015_0458,0,0,0,0,0,0,0,76.19047619047619,0,14.285714285714286,0,0,9.523809523809524,0,0,0,NA,25/11/2018 6:08,IN2018_V06_015,fished,1cx,Pedra,53,147.093116,-44.27339057,Coral rubble,458,8.309,74,QT,1,74,emed,1157.9,Rubble,MedAb
015_0464,0,0,0,0,0,0,0,21.875,0,78.125,0,0,0,0,0,0,NA,25/11/2018 6:09,IN2018_V06_015,fished,1cx,Pedra,53,147.0930403,-44.27354836,Coral rubble,464,6.322,98,QT,1,98,emed,1164.311111,Rubble,MedAb
015_0472,0,0,0,0,5,0,0,80,0,12.5,0,0,2.5,0,0,0,NA,25/11/2018 6:10,IN2018_V06_015,fished,1cx,Pedra,53,147.0929196,-44.273803,Coral rubble,472,8.002,162,QT,1,162,emed,1173.975,Rubble,LowAb - with clumps
015_0474,0,0,0,0,43.75,0,0,43.75,0,12.5,0,0,0,0,0,0,NA,25/11/2018 6:11,IN2018_V06_015,fished,1cx,Pedra,53,147.0928979,-44.27385408,Barnacle plates,474,3.173,34,QT,1,34,emed,1172.1,Rubble,MedAb - with clumps - dead
015_0480,0,0,0,0,75,0,0,8.333333333333334,0,16.666666666666668,0,0,0,0,0,0,NA,25/11/2018 6:11,IN2018_V06_015,fished,1cx,Pedra,53,147.0928284,-44.27400553,Barnacle plates,480,2.48,130,QT,1,130,emed,1177.4,Rubble,MedAb - with clumps - dead
015_0489,0,0,0,0,0,2.985074626865672,0,77.61194029850746,0,19.402985074626866,0,0,0,0,0,0,NA,25/11/2018 6:12,IN2018_V06_015,fished,1cx,Pedra,53,147.0927524,-44.27417555,Barnacle plates,489,13.455,194,QT,2,66,emed,1181.9,Rubble,MedAb - with patch - dead
015_0497,0,0,0,0,47.05882352941177,0,0,11.764705882352942,0,35.294117647058826,0,0,0,0,0,0,5.882352941176471,25/11/2018 6:14,IN2018_V06_015,fished,1cx,Pedra,53,147.0926221,-44.27447969,Barnacle plates,497,3.323,114,QT,1,114,emed,1187.5,Rubble,MedAb - with clumps - dead
015_0501,0,0,0,0,31.25,0,0,59.375,0,9.375,0,0,0,0,0,0,NA,25/11/2018 6:14,IN2018_V06_015,fished,1cx,Pedra,53,147.0925663,-44.27460794,Barnacle plates,501,6.306,242,QT,2,178,emed,1187.925,Rubble,MedAb - with patch - dead
015_0509,0,0,0,0,11.11111111111111,0,0,50,0,33.333333333333336,0,0,0,0,0,5.555555555555555,NA,25/11/2018 6:16,IN2018_V06_015,fished,1cx,Pedra,53,147.0924509,-44.27487759,Barnacle plates,509,3.576,NA,QT,2,50,emed,1196.9,Rubble,MedAb - with patch - dead
015_0512,0,0,0,0,31.57894736842105,0,0,42.10526315789474,0,21.05263157894737,0,0,0,0,0,0,5.2631578947368425,25/11/2018 6:16,IN2018_V06_015,fished,1cx,Pedra,53,147.0924098,-44.27498028,Barnacle plates,512,3.793,NA,QT,2,146,emed,1198.6625,Rubble,MedAb
015_0516,0,0,0,0,53.84615384615385,0,0,38.46153846153846,0,NA,0,0,0,0,7.6923076923076925,0,NA,25/11/2018 6:17,IN2018_V06_015,fished,1cx,Pedra,53,147.0923443,-44.27514046,Barnacle plates,516,2.594,NA,QT,2,18,emed,1202.522222,Rubble,Isolated fragments/ clumps
015_0524,0,0,0,0,0,0,0,33.333333333333336,0,17.94871794871795,0,0,2.5641025641025643,46.15384615384615,0,0,NA,25/11/2018 6:18,IN2018_V06_015,fished,1cx,Pedra,53,147.0922238,-44.27539508,Barnacle plates,524,7.895,82,QT,1,82,emed,1206.4,Other,No rubble or matrix
015_0530,0,0,0,0,0,0,0,73.07692307692308,0,26.923076923076923,0,0,0,0,0,0,NA,25/11/2018 6:19,IN2018_V06_015,fished,1cx,Pedra,53,147.0920969,-44.27563957,Barnacle plates,530,10.351,85,QT,1,85,emed,1212.175,Rubble,MedAb
015_0535,0,0,0,0,0,0,0,57.142857142857146,0,26.19047619047619,0,0,16.666666666666668,0,0,0,NA,25/11/2018 6:20,IN2018_V06_015,fished,1cx,Pedra,53,147.0920395,-44.27575951,Barnacle plates,535,8.458,NA,QT,2,149,emed,1215.785714,Rubble,MedAb
015_0540,0,0,0,0,0,0,0,0,0,NA,0,0,0,100,0,0,NA,25/11/2018 6:21,IN2018_V06_015,fished,1cx,Pedra,53,147.0919391,-44.27594002,Rock,540,5.342,21,QT,1,21,emed,1216.8,Rubble,Isolated fragments/ clumps
015_0546,0,0,0,0,0,0,0,37.5,0,43.75,0,0,0,12.5,6.25,0,NA,25/11/2018 6:22,IN2018_V06_015,fished,1cx,Pedra,53,147.0918502,-44.27610223,Rock,546,3.117,117,QT,1,117,emed,1221.633333,Rubble,MedAb
015_0555,0,0,0,0,0,0,0,29.545454545454547,0,2.272727272727273,0,0,0,68.18181818181819,0,0,NA,25/11/2018 6:23,IN2018_V06_015,fished,1cx,Pedra,53,147.0915548,-44.2766264,Rock,555,8.76,181,QT,1,181,emed,1225.2,Rubble,LowAb - no clumps
015_0556,0,0,0,0,0,0,0,0,0,NA,0,0,0,100,0,0,NA,25/11/2018 6:23,IN2018_V06_015,fished,1cx,Pedra,53,147.0915359,-44.27665672,Rock,556,3.663,NA,QT,2,53,emed,1224.97,Other,No rubble or matrix
015_0564,0,0,0,0,4,0,0,4,0,NA,0,0,0,92,0,0,NA,25/11/2018 6:25,IN2018_V06_015,fished,1cx,Pedra,53,147.0913998,-44.27690574,Rock,564,4.984,NA,QT,2,101,emed,1235.3,Rubble,LowAb - no clumps
015_0571,0,0,0,0,0,0,0,60.526315789473685,0,21.05263157894737,0,0,2.6315789473684212,15.789473684210526,0,0,NA,25/11/2018 6:26,IN2018_V06_015,fished,1cx,Pedra,53,147.0912226,-44.27720269,Barnacle plates,571,7.55,165,QT,1,165,emed,1242,Rubble,LowAb - with clumps
021_0007,0,0,0,40.35087719298246,0,0,0,0,0,NA,0,0,0,0,0,59.64912280701754,NA,26/11/2018 2:14,IN2018_V06_021,1a,1ax,z16,18,147.0683406,-44.28961076,Coral reef substrate,7,11.37,NA,QT-2,2,68,emed,1018.2,Matrix,High - reef
021_0009,0,0,0,17.391304347826086,0,0,0,0,0,NA,0,0,0,0,0,82.6086956521739,NA,26/11/2018 2:14,IN2018_V06_021,1a,1ax,z16,18,147.0685039,-44.2895828,Coral reef substrate,9,9.19,4,QT-2,1,4,emed,1025,Matrix,High - reef
