image_key,CONCEPT,PCguess,INDEX_RECORDED_TIMESTAMP,SVY_OPS,Transect Priority,NEW priority,MapLoc,Target RANSMPL (1/10),KF_USBL_LON,KF_USBL_LAT,SubstConc (17-7-19),IMAGE_NO,QUAD-Size,RANSEL_NO,RAN_SEL_STAT,"Selection round (1 orig sel, 2 replacement)",SelNo-NS replaced,COMMENTS,depth
125_0081,Solenosmilia matrix,70,9/12/2018 21:34,IN2018_V06_125,1a,1a,z16,36,147.0707418,-44.29108173,Coral reef substrate,81,8.086055273,35,QT,1,35,NA,1155.93125
155_0472,Solenosmilia matrix,95,13/12/2018 8:10,IN2018_V06_156,fished,1b,Corvina group N,30,147.2258415,-44.16325672,Coral reef substrate,472,6.341527661,92,QT,1,92,NA,1107.146667
031_0115,Solenosmilia matrix,100,26/11/2018 23:28,IN2018_V06_031,1,1,Hill U,41,147.1838181,-44.31869827,Coral reef substrate,115,6.288509136,25,QT,1,25,NA,1185.44316
031_0217,Solenosmilia matrix,95,26/11/2018 23:37,IN2018_V06_031,1,1,Hill U,41,147.1840179,-44.3154516,Coral reef substrate,217,9.109422585,24,QT,1,24,NA,1300.8
060_0181,Solenosmilia matrix,50,1/12/2018 5:31,IN2018_V06_060,1,1,Little Sister (z56),38,147.2108197,-44.25214865,Coral reef substrate,181,3.378137397,2,QT,1,2,NA,1290.05
060_0187,Solenosmilia matrix,95,1/12/2018 5:32,IN2018_V06_060,1,1,Little Sister (z56),38,147.2106717,-44.25202936,Coral reef substrate,187,5.921586432,34,QT,1,34,NA,1288.15
155_0477,Solenosmilia matrix,10,13/12/2018 8:11,IN2018_V06_156,fished,1b,Corvina group N,30,147.2260315,-44.16318068,Coral rubble,477,4.147645877,60,QT,1,60,NA,1114.44
113_0090,Solenosmilia matrix,100,8/12/2018 22:12,IN2018_V06_113,1a,1a,z16,33,147.0662194,-44.29367222,Coral reef substrate,90,4.631095392,6,QT,1,6,NA,NA
054_0173,Solenosmilia matrix,2,30/11/2018 13:40,IN2018_V06_054,1,1,Hill K1,48,147.3826026,-44.2889718,Coral reef substrate,173,6.039040843,39,QT,1,39,NA,1405.544444
059_0089,Enallopsammia matrix,5,1/12/2018 4:14,IN2018_V06_059,fished,1c,Sisters,56,147.2356932,-44.26437243,Rock,89,14.35185333,31,QT,1,31,NA,923.4444444
059_0353,Solenosmilia matrix,60,1/12/2018 4:37,IN2018_V06_059,fished,1c,Sisters,56,147.2285191,-44.26303555,Coral reef substrate,353,7.828580162,80,QT-2,2,48,NA,1238.975
046_0408,Solenosmilia matrix,20,29/11/2018 5:53,IN2018_V06_046,4 - fished?,1c,Sisters,67,147.2406121,-44.25737446,Coral rubble,408,6.172307955,23,QT,1,23,NA,1264.766667
064_0160,Solenosmilia matrix,100,1/12/2018 15:54,IN2018_V06_064,1a,1a,z16,37,147.06279,-44.29318257,Coral reef substrate,160,10.92026219,59,QT-2,2,19,NA,1284.225
123_0253,Solenosmilia matrix,15,9/12/2018 16:35,IN2018_V06_123,1,1,Hill V,34,147.1782041,-44.39109069,Coral rubble,253,2.481935573,8,QT,1,8,NA,1570.654
113_0108,Solenosmilia matrix,100,8/12/2018 22:14,IN2018_V06_113,1a,1a,z16,33,147.0655972,-44.29401389,Coral reef substrate,108,4.749823589,14,QT,1,14,NA,NA
100_0575,Solenosmilia matrix,60,7/12/2018 16:15,IN2018_V06_100,1,1,slope,59,146.3483841,-44.17738743,Coral reef substrate,575,5.742900709,31,QT,1,31,NA,1388.6
059_0435,Solenosmilia matrix,95,1/12/2018 4:44,IN2018_V06_059,fished,1c,Sisters,56,147.2262249,-44.26225304,Coral reef substrate,435,10.50190964,30,QT,1,30,NA,1270.89375
062_0180,Solenosmilia matrix,100,1/12/2018 10:59,IN2018_V06_062,1a,1a,z16,39,147.0679559,-44.28568759,Coral reef substrate,180,10.3461939,35,QT,1,35,NA,1261.675
057_0408,Solenosmilia matrix,10,30/11/2018 22:14,IN2018_V06_057,fished,1c,Sisters,67,147.2275557,-44.26783865,Rock,408,8.554981512,80,QT-2,2,16,NA,1259.766667
114_0316,Solenosmilia matrix,10,9/12/2018 0:35,IN2018_V06_114,1a,1a,z16,35,147.0723972,-44.2977,Coral rubble,316,1.797857269,16,QT,1,16,NA,NA
062_0174,Solenosmilia matrix,100,1/12/2018 10:58,IN2018_V06_062,1a,1a,z16,39,147.067982,-44.2858037,Coral reef substrate,174,8.34316651,3,QT,1,3,NA,1253.625
095_0090,Solenosmilia matrix,15,7/12/2018 1:08,IN2018_V06_095,1,1,z99,66,146.2329246,-44.26758452,Coral rubble,90,7.412904702,135,QT-2,2,71,NA,1287.942857
062_0120,Solenosmilia matrix,100,1/12/2018 10:54,IN2018_V06_062,1a,1a,z16,39,147.068281,-44.2870301,Coral reef substrate,120,10.24540871,39,QT,1,39,NA,1172.135714
063_0419,Solenosmilia matrix,3,1/12/2018 13:45,IN2018_V06_063,1a,1a,z16,43,147.0653942,-44.28100084,Coral rubble,419,5.296363713,34,QT,1,34,NA,1406.6
052_0002,Solenosmilia matrix,100,30/11/2018 6:25,IN2018_V06_052,1,1,Hill K1,48,147.3859759,-44.29258093,Coral reef substrate,2,13.69750463,7,QT,1,7,NA,1234.573333
082_0032,Solenosmilia matrix,30,5/12/2018 11:27,IN2018_V06_082,1,1,Hill K1,41,147.387116,-44.29439062,Coral reef substrate,32,2.950799049,37,QT,1,37,NA,1330.103571
042_0657,Solenosmilia matrix,1,28/11/2018 16:58,IN2018_V06_042,fished,1c,Sisters,81,147.2631868,-44.26441326,Rock,657,5.973615034,13,QT,1,13,NA,1311.2
098_0080,Solenosmilia matrix,100,7/12/2018 7:57,IN2018_V06_098,1,1,z110,74,146.1924128,-44.26601113,Coral reef substrate,80,6.260184145,49,QT,1,49,NA,1324.25
082_0064,Solenosmilia matrix,50,5/12/2018 11:30,IN2018_V06_082,1,1,Hill K1,41,147.3878283,-44.29478977,Coral reef substrate,64,9.460711734,17,QT,1,17,NA,1364.642857
113_0254,Solenosmilia matrix,10,8/12/2018 22:26,IN2018_V06_113,1a,1a,z16,33,147.0600111,-44.29591389,Coral rubble,254,3.652544013,27,QT,1,27,NA,NA
064_0205,Solenosmilia matrix,40,1/12/2018 15:58,IN2018_V06_064,1a,1a,z16,37,147.061572,-44.29377616,Coral reef substrate,205,12.17206734,54,QT-2,2,14,NA,1355.765
125_0020,Solenosmilia matrix,100,9/12/2018 21:28,IN2018_V06_125,1a,1a,z16,36,147.0687321,-44.29070487,Coral reef substrate,20,6.600321054,55,QT-2,2,23,NA,1029.083333
064_0251,Solenosmilia matrix,60,1/12/2018 16:02,IN2018_V06_064,1a,1a,z16,37,147.0603822,-44.29431507,Coral reef substrate,251,8.146788731,58,QT-2,2,18,NA,1420.435714
082_0344,Solenosmilia matrix,50,5/12/2018 11:54,IN2018_V06_082,1,1,Hill K1,41,147.3959043,-44.29908362,Coral reef substrate,344,2.869019417,24,QT,1,24,NA,1497.614286
095_0209,Solenosmilia matrix,3,7/12/2018 1:18,IN2018_V06_095,1,1,z99,66,146.230377,-44.26562076,Coral rubble,209,4.409899201,77,QT,1,77,NA,1455.128571
098_0241,Solenosmilia matrix,1,7/12/2018 8:11,IN2018_V06_098,1,1,z110,74,146.1972737,-44.26509897,Coral rubble,241,8.378604955,35,QT,1,35,NA,1495.4
099_0314,Solenosmilia matrix,15,7/12/2018 12:22,IN2018_V06_099,2,2,slope,76,146.4494309,-44.28850628,Rock,314,5.525334464,20,QT,1,20,NA,1502.11875
082_0141,Solenosmilia matrix,60,5/12/2018 11:36,IN2018_V06_082,1,1,Hill K1,41,147.3897875,-44.29588557,Coral reef substrate,141,3.102371436,23,QT,1,23,NA,1433.592857
097_0027,Coral reef substrate,10,7/12/2018 4:54,IN2018_V06_097,1b,1b,Main Matt,64,146.1713992,-44.22040279,Rock,27,6.327795591,14,QT,1,14,NA,1019.528571
113_0137,Solenosmilia matrix,100,8/12/2018 22:16,IN2018_V06_113,1a,1a,z16,33,147.0645722,-44.29440278,Coral rubble,137,1.509069747,50,QT-2,2,18,NA,NA
032_0312,Solenosmilia matrix,2,27/11/2018 1:42,IN2018_V06_032,1,1,Hill U,55,147.1876237,-44.32097761,Coral rubble,312,9.673188531,27,QT,1,27,NA,1261.133333
063_0173,Solenosmilia matrix,100,1/12/2018 13:24,IN2018_V06_063,1a,1a,z16,43,147.0673294,-44.28622057,Coral reef substrate,173,10.36519313,41,QT,1,41,NA,1227.75
119_0086,Solenosmilia matrix,100,9/12/2018 9:43,IN2018_V06_119,1,1,z20,24,147.2070408,-44.27874283,Coral reef substrate,86,9.746840292,17,QT,1,17,NA,1198.436492
055_0066,Solenosmilia matrix,15,30/11/2018 16:10,IN2018_V06_055,1,1,Hill K1,60,147.3853209,-44.29408772,Coral rubble,66,13.12858551,17,QT,1,17,NA,1323.788889
054_0010,Solenosmilia matrix,55,30/11/2018 13:25,IN2018_V06_054,1,1,Hill K1,48,147.387067,-44.29120798,Coral reef substrate,10,4.219893761,13,QT,1,13,NA,1285.8
113_0037,Solenosmilia matrix,100,8/12/2018 22:07,IN2018_V06_113,1a,1a,z16,33,147.0678194,-44.29289444,Coral reef substrate,37,12.02673269,24,QT,1,24,NA,NA
125_0028,Solenosmilia matrix,100,9/12/2018 21:29,IN2018_V06_125,1a,1a,z16,36,147.0690535,-44.29077062,Coral reef substrate,28,2.12871018,79,QT-2,2,15,NA,1048.95
063_0385,Solenosmilia matrix,5,1/12/2018 13:42,IN2018_V06_063,1a,1a,z16,43,147.065761,-44.28183665,Coral rubble,385,7.880691864,42,QT,1,42,NA,1407.7
068_0301,Solenosmilia matrix,60,2/12/2018 2:56,IN2018_V06_068,1,1,Hill K1,45,147.386172,-44.28519062,Coral reef substrate,301,4.207195811,42,QT,1,42,NA,1562.62997
082_0281,Solenosmilia matrix,40,5/12/2018 11:48,IN2018_V06_082,1,1,Hill K1,41,147.3937877,-44.29795154,Coral reef substrate,281,3.762769726,10,QT,1,10,NA,1494.125
114_0278,Solenosmilia matrix,5,9/12/2018 0:32,IN2018_V06_114,1a,1a,z16,35,147.0716917,-44.29689167,Coral rubble,278,2.382784315,44,QT-2,2,4,NA,NA
041_0072,Solenosmilia matrix,100,28/11/2018 13:20,IN2018_V06_041,1,1,z16,50,147.066621,-44.28832949,Coral reef substrate,72,11.730899,25,QT,1,25,NA,1111.1375
127_0111,Solenosmilia matrix,20,10/12/2018 4:16,IN2018_V06_127,1b,1b,z4,46,147.2250307,-44.21111357,Rock,111,10.63160366,98,QT-2,2,18,NA,1133.2
095_0143,Solenosmilia matrix,5,7/12/2018 1:13,IN2018_V06_095,1,1,z99,66,146.2317704,-44.26670827,Rock,143,4.61050649,47,QT,1,47,NA,1363.542857
125_0141,Solenosmilia matrix,80,9/12/2018 21:39,IN2018_V06_125,1a,1a,z16,36,147.0725448,-44.29159579,Coral reef substrate,141,7.771282441,45,QT-2,2,29,NA,1241.6
032_0511,Solenosmilia matrix,15,27/11/2018 1:59,IN2018_V06_032,1,1,Hill U,55,147.1925467,-44.31962428,Coral reef substrate,511,13.53043528,9,QT,1,9,NA,1370.65
059_0041,Enallopsammia matrix,55,1/12/2018 4:10,IN2018_V06_059,fished,1c,Sisters,56,147.2369013,-44.26472642,Coral reef substrate,41,4.708205626,83,QT-2,2,19,NA,870.3833333
063_0339,Solenosmilia matrix,10,1/12/2018 13:38,IN2018_V06_063,1a,1a,z16,43,147.0662394,-44.28281601,Coral rubble,339,12.94833143,22,QT,1,22,NA,1414.4
082_0083,Solenosmilia matrix,10,5/12/2018 11:31,IN2018_V06_082,1,1,Hill K1,41,147.3883105,-44.29505633,Coral rubble,83,7.212758893,41,QT,1,41,NA,1386.785714
031_0242,Solenosmilia matrix,90,26/11/2018 23:39,IN2018_V06_031,1,1,Hill U,41,147.183977,-44.31482739,Coral reef substrate,242,8.779137888,32,QT,1,32,NA,1323.05
098_0126,Solenosmilia matrix,80,7/12/2018 8:01,IN2018_V06_098,1,1,z110,74,146.1937676,-44.26582665,Coral reef substrate,126,5.543736176,45,QT,1,45,NA,1369.15
059_0479,Solenosmilia matrix,10,1/12/2018 4:48,IN2018_V06_059,fished,1c,Sisters,56,147.2248118,-44.26173795,Coral rubble,479,9.491230055,70,QT-2,2,6,NA,1274.472222
166_0194,Solenosmilia matrix,15,14/12/2018 15:16,IN2018_V06_166,1,1,z8,70,147.2918896,-44.20335984,Coral rubble,194,3.184047672,16,QT,1,16,NA,1302
054_0284,Solenosmilia matrix,5,30/11/2018 13:49,IN2018_V06_054,1,1,Hill K1,48,147.3801356,-44.28769492,Coral rubble,284,12.57993921,6,QT,1,6,NA,1500.271429
095_0003,Solenosmilia matrix,100,7/12/2018 1:00,IN2018_V06_095,1,1,z99,66,146.2351949,-44.26934069,Coral reef substrate,3,5.513258969,67,QT,1,67,NA,1182.5875
110_0511,Solenosmilia matrix,10,8/12/2018 16:48,IN2018_V06_110,4 - fished?,1c,Pedra,54,147.1126057,-44.27377689,Coral rubble,511,5.758785664,55,QT,1,55,NA,1206.06
045_0041,Solenosmilia matrix,100,29/11/2018 0:43,IN2018_V06_045,1,1,Hill K1,44,147.3873046,-44.29250422,Coral reef substrate,41,13.92524904,73,QT-2,2,9,NA,1251.16
125_0009,Solenosmilia matrix,100,9/12/2018 21:27,IN2018_V06_125,1a,1a,z16,36,147.0683265,-44.29061027,Coral reef substrate,9,13.09498969,39,QT,1,39,NA,1010.977778
032_0492,Solenosmilia matrix,1,27/11/2018 1:57,IN2018_V06_032,1,1,Hill U,55,147.1922012,-44.31973513,Rock,492,12.88509176,57,QT,1,57,NA,1361.155556
064_0103,Solenosmilia matrix,100,1/12/2018 15:49,IN2018_V06_064,1a,1a,z16,37,147.0645122,-44.29260252,Coral reef substrate,103,5.233841242,39,QT,1,39,NA,1188.048214
114_0142,Solenosmilia matrix,100,9/12/2018 0:20,IN2018_V06_114,1a,1a,z16,35,147.0698972,-44.29439167,Coral reef substrate,142,5.154221225,79,QT-2,2,15,NA,NA
116_0649,Solenosmilia matrix,2,9/12/2018 4:03,IN2018_V06_116,1,1,Hill U,83,147.1638919,-44.33200997,Rock,649,3.526399493,37,QT,1,37,NA,1491.42
031_0064,Solenosmilia matrix,70,26/11/2018 23:24,IN2018_V06_031,1,1,Hill U,41,147.1838674,-44.32028534,Coral reef substrate,64,5.862165858,27,QT,1,27,NA,1197.016705
166_0128,Solenosmilia matrix,100,14/12/2018 15:10,IN2018_V06_166,1,1,z8,70,147.2900376,-44.20413443,Coral reef substrate,128,13.13500685,34,QT,1,34,NA,1198.93
062_0018,Solenosmilia matrix,100,1/12/2018 10:45,IN2018_V06_062,1a,1a,z16,39,147.0689652,-44.28946555,Coral reef substrate,18,3.299675883,5,QT,1,5,NA,1046.16
064_0302,Solenosmilia matrix,1,1/12/2018 16:06,IN2018_V06_064,1a,1a,z16,37,147.0591609,-44.29490789,Coral rubble,302,3.159147205,16,QT,1,16,NA,1454.311111
041_0289,Solenosmilia matrix,70,28/11/2018 13:38,IN2018_V06_041,1,1,z16,50,147.0608749,-44.28895263,Coral reef substrate,289,8.425678901,30,QT,1,30,NA,1343.414286
168_0314,Solenosmilia matrix,35,14/12/2018 20:29,IN2018_V06_168,1b,1b,z4,37,147.2448179,-44.21117924,Coral reef substrate,314,3.066722454,40,QT-2,2,8,NA,1226.435556
176_0497,Solenosmilia matrix,30,16/12/2018 10:16,IN2018_V06_176,1b,1b,St Helens,66,148.7423702,-41.22901428,Coral reef substrate,497,4.925341315,56,QT,1,56,NA,943.66
054_0006,Solenosmilia matrix,30,30/11/2018 13:25,IN2018_V06_054,1,1,Hill K1,48,147.3872005,-44.29128675,Coral reef substrate,6,19.12763346,45,NS-NR,1,45,NA,1287.183333
051_0273,Solenosmilia matrix,5,30/11/2018 2:47,IN2018_V06_051,1,1,Hill K1,80,147.3929622,-44.29392348,Rock,273,7.117850485,123,QT-2,2,59,NA,1510.25
127_0051,Solenosmilia matrix,100,10/12/2018 4:11,IN2018_V06_127,1b,1b,z4,46,147.2272267,-44.21165489,Coral reef substrate,51,8.724260987,14,QT,1,14,NA,1032.25
057_0118,Enallopsammia matrix,5,30/11/2018 21:50,IN2018_V06_057,fished,1c,Sisters,67,147.2356834,-44.26685171,Rock,118,12.3022967,75,QT-2,2,11,NA,962.2444444
095_0215,Solenosmilia matrix,5,7/12/2018 1:19,IN2018_V06_095,1,1,z99,66,146.230241,-44.2655081,Coral rubble,215,5.85543204,13,QT,1,13,NA,1459.775
031_0223,Solenosmilia matrix,95,26/11/2018 23:37,IN2018_V06_031,1,1,Hill U,41,147.1839939,-44.31536765,Coral reef substrate,223,13.87265261,8,QT,1,8,NA,1300.18
114_0112,Solenosmilia matrix,100,9/12/2018 0:17,IN2018_V06_114,1a,1a,z16,35,147.0694111,-44.29370833,Coral reef substrate,112,7.429767578,3,QT,1,3,NA,NA
125_0307,Solenosmilia matrix,5,9/12/2018 21:53,IN2018_V06_125,1a,1a,z16,36,147.078387,-44.29307138,Coral rubble,307,2.346353032,66,QT-2,2,14,NA,1410.21
067_0031,Solenosmilia matrix,1,1/12/2018 23:12,IN2018_V06_067,4 - fished?,1c,Sisters,63,147.2428359,-44.2708332,Coral rubble,31,3.498063237,56,QT,1,56,NA,916.4333333
122_0063,Solenosmilia matrix,80,9/12/2018 15:10,IN2018_V06_122,1,1,z103,64,147.1473753,-44.40982099,Coral reef substrate,63,2.24096409,2,QT,1,2,NA,1441.216
062_0144,Solenosmilia matrix,100,1/12/2018 10:56,IN2018_V06_062,1a,1a,z16,39,147.0681878,-44.28651451,Coral reef substrate,144,3.61987915,47,QT-2,2,15,NA,1211.466667
032_0477,Solenosmilia matrix,15,27/11/2018 1:56,IN2018_V06_032,1,1,Hill U,55,147.1916287,-44.31993731,Sand - mud (<2mm),477,6.01852388,13,QT,1,13,NA,1345.15
063_0320,Solenosmilia matrix,25,1/12/2018 13:36,IN2018_V06_063,1a,1a,z16,43,147.0663834,-44.28327753,Coral rubble,320,4.674546685,70,QT-2,2,6,NA,1409
063_0286,Solenosmilia matrix,40,1/12/2018 13:34,IN2018_V06_063,1a,1a,z16,43,147.0666471,-44.28393252,Coral reef substrate,286,3.781651955,24,QT,1,24,NA,1379.8
051_0211,Solenosmilia matrix,15,30/11/2018 2:41,IN2018_V06_051,1,1,Hill K1,80,147.3915431,-44.29371754,Coral rubble,211,5.662420013,83,QT-2,2,51,NA,1446.614286
042_0525,Solenosmilia matrix,5,28/11/2018 16:47,IN2018_V06_042,fished,1c,Sisters,81,147.2612308,-44.26697059,Rock,525,6.157931584,103,QT-2,2,39,NA,1253.66
125_0249,Solenosmilia matrix,30,9/12/2018 21:48,IN2018_V06_125,1a,1a,z16,36,147.0761739,-44.29254491,Coral rubble,249,1.101469141,84,QT-2,2,20,NA,1387.8
128_0118,Enallopsammia matrix,1,10/12/2018 5:48,IN2018_V06_128,1b,1b,Punch's Hill,22,147.1876123,-44.18586176,Coral rubble,118,13.48318008,14,QT,1,14,NA,978.994
062_0216,Solenosmilia matrix,100,1/12/2018 11:02,IN2018_V06_062,1a,1a,z16,39,147.067737,-44.28495427,Coral reef substrate,216,6.068817469,38,QT,1,38,NA,1305.611111
082_0243,Solenosmilia matrix,90,5/12/2018 11:45,IN2018_V06_082,1,1,Hill K1,41,147.3926247,-44.29744893,Coral reef substrate,243,2.049833612,22,QT,1,22,NA,1471.7
032_0082,Solenosmilia matrix,100,27/11/2018 1:22,IN2018_V06_032,1,1,Hill U,55,147.1820166,-44.32251248,Coral reef substrate,82,5.597823505,54,QT,1,54,NA,1127.157143
059_0415,Solenosmilia matrix,90,1/12/2018 4:42,IN2018_V06_059,fished,1c,Sisters,56,147.2268693,-44.26249663,Coral reef substrate,415,6.423254323,8,QT,1,8,NA,1261.525
082_0332,Solenosmilia matrix,35,5/12/2018 11:53,IN2018_V06_082,1,1,Hill K1,41,147.3954617,-44.29886904,Coral reef substrate,332,7.853361688,8,QT,1,8,NA,1500.26
125_0130,Solenosmilia matrix,100,9/12/2018 21:38,IN2018_V06_125,1a,1a,z16,36,147.0721893,-44.29148784,Coral reef substrate,130,14.52205945,65,QT-2,2,33,NA,1225.7
113_0209,Solenosmilia matrix,5,8/12/2018 22:23,IN2018_V06_113,1a,1a,z16,33,147.0617,-44.29543056,Coral rubble,209,3.68788623,49,QT-2,2,1,NA,NA
097_0146,Solenosmilia matrix,1,7/12/2018 5:04,IN2018_V06_097,1b,1b,Main Matt,64,146.1675887,-44.21861848,Pebble - gravel,146,4.371820992,90,QT-2,2,26,NA,1114.655556
032_0150,Solenosmilia matrix,60,27/11/2018 1:28,IN2018_V06_032,1,1,Hill U,55,147.1836013,-44.32182779,Coral reef substrate,150,11.27292041,52,QT,1,52,NA,1163.744444
045_0048,Solenosmilia matrix,100,29/11/2018 0:44,IN2018_V06_045,1,1,Hill K1,44,147.38741,-44.29237519,Coral reef substrate,48,7.724019341,57,QT-2,2,25,NA,1255.7
176_0617,Solenosmilia matrix,40,16/12/2018 10:26,IN2018_V06_176,1b,1b,St Helens,66,148.7380852,-41.22853674,Coral reef substrate,617,4.135663179,44,QT,1,44,NA,925.9377778
060_0286,Solenosmilia matrix,100,1/12/2018 5:40,IN2018_V06_060,1,1,Little Sister (z56),38,147.2083787,-44.2502208,Coral reef substrate,286,12.9601296,39,QT,1,39,NA,1272.666667
045_0172,Solenosmilia matrix,1,29/11/2018 0:54,IN2018_V06_045,1,1,Hill K1,44,147.3892788,-44.28980366,Coral rubble,172,11.4698114,39,QT,1,39,NA,1440.1
114_0078,Solenosmilia matrix,100,9/12/2018 0:14,IN2018_V06_114,1a,1a,z16,35,147.0688083,-44.29280833,Coral reef substrate,78,9.983628257,85,QT-2,2,21,NA,NA
186_0072,Solenosmilia matrix,1,17/12/2018 14:12,IN2018_V06_186,1b,1b,St Helens,66,148.7626588,-41.23008603,Coral rubble,72,3.442639039,40,QT,1,40,MG-Q,643.54
057_0066,Enallopsammia matrix,15,30/11/2018 21:46,IN2018_V06_057,fished,1c,Sisters,67,147.2371418,-44.26670732,Rock,66,2.739693661,47,QT,1,47,NA,904.1833333
117_0074,Solenosmilia matrix,15,9/12/2018 6:31,IN2018_V06_117,1,1,Hill U,34,147.1778309,-44.32027937,Coral rubble,74,7.522886013,23,QT,1,23,NA,1233.851429
167_0222,Solenosmilia matrix,3,14/12/2018 18:16,IN2018_V06_167,1b,1b,Punch's Hill,51,147.1977,-44.18926941,Rock,222,3.542944117,73,QT-2,2,9,NA,1025.753333
054_0125,Solenosmilia matrix,100,30/11/2018 13:35,IN2018_V06_054,1,1,Hill K1,48,147.3838325,-44.28959563,Coral reef substrate,125,13.73007068,47,QT,1,47,NA,1332.933333
089_0525,Solenosmilia matrix,1,6/12/2018 10:48,IN2018_V06_089,1b,1b,Main Matt,69,146.2043919,-44.20472229,Coral rubble,525,3.943675685,37,QT,1,37,NA,1038.88125
166_0040,Solenosmilia matrix,100,14/12/2018 15:03,IN2018_V06_166,1,1,z8,70,147.2873604,-44.20531142,Coral reef substrate,40,9.57697003,30,QT,1,30,NA,1029.665714
114_0122,Solenosmilia matrix,100,9/12/2018 0:18,IN2018_V06_114,1a,1a,z16,35,147.0695694,-44.29396667,Coral reef substrate,122,5.573381362,19,QT,1,19,NA,NA
129_0103,Solenosmilia matrix,15,10/12/2018 7:47,IN2018_V06_129,2,2,slope,62,147.2341074,-44.12958868,Coral rubble,103,8.902531332,50,QT,1,50,NA,911.48
123_0080,Solenosmilia matrix,100,9/12/2018 16:21,IN2018_V06_123,1,1,Hill V,34,147.1741666,-44.39373957,Coral reef substrate,80,5.103925901,7,QT,1,7,NA,1337.326667
123_0042,Solenosmilia matrix,100,9/12/2018 16:17,IN2018_V06_123,1,1,Hill V,34,147.1731755,-44.3943341,Coral reef substrate,42,2.472454339,35,QT,1,35,NA,1316.84
059_0522,Solenosmilia matrix,90,1/12/2018 4:51,IN2018_V06_059,fished,1c,Sisters,56,147.2235171,-44.2611202,Coral reef substrate,522,10.07644078,26,QT,1,26,NA,1258.925
063_0020,Solenosmilia matrix,100,1/12/2018 13:11,IN2018_V06_063,1a,1a,z16,43,147.0682792,-44.28928074,Coral reef substrate,20,12.48699329,19,QT,1,19,NA,1019.7
044_0247,Solenosmilia matrix,1,28/11/2018 21:48,IN2018_V06_044,4 - fished?,1c,Sisters,72,147.2505774,-44.26600913,Pebble - gravel,247,8.57020941,50,QT,1,50,NA,1178.15
031_0038,Solenosmilia matrix,70,26/11/2018 23:21,IN2018_V06_031,1,1,Hill U,41,147.1838148,-44.3209716,Coral reef substrate,38,7.058150532,31,QT,1,31,NA,1182.472177
168_0248,Solenosmilia matrix,50,14/12/2018 20:23,IN2018_V06_168,1b,1b,z4,37,147.2427192,-44.21151797,Coral reef substrate,248,5.403486212,2,QT,1,2,NA,1138.6825
100_0398,Solenosmilia matrix,20,7/12/2018 16:00,IN2018_V06_100,1,1,slope,59,146.3528338,-44.17193,Sand - mud (<2mm),398,5.078541688,5,QT,1,5,NA,1313.75
062_0349,Solenosmilia matrix,2,1/12/2018 11:13,IN2018_V06_062,1a,1a,z16,39,147.066638,-44.28196372,Coral rubble,349,5.893028133,28,QT,1,28,NA,1402.664286
114_0181,Solenosmilia matrix,100,9/12/2018 0:23,IN2018_V06_114,1a,1a,z16,35,147.0705,-44.29527222,Coral reef substrate,181,2.37160308,26,QT,1,26,NA,NA
031_0096,Solenosmilia matrix,100,26/11/2018 23:26,IN2018_V06_031,1,1,Hill U,41,147.1838204,-44.31935363,Coral reef substrate,96,11.75643628,19,QT,1,19,NA,1209.026724
128_0148,Solenosmilia matrix,10,10/12/2018 5:51,IN2018_V06_128,1b,1b,Punch's Hill,22,147.1875494,-44.18516954,Rock,148,4.71319758,50,QT-2,2,10,NA,1018.431111
114_0239,Solenosmilia matrix,40,9/12/2018 0:28,IN2018_V06_114,1a,1a,z16,35,147.0710722,-44.29629722,Coral reef substrate,239,1.524130986,70,QT-2,2,6,NA,NA
082_0153,Solenosmilia matrix,50,5/12/2018 11:37,IN2018_V06_082,1,1,Hill K1,41,147.3901079,-44.29607627,Coral reef substrate,153,7.117669067,3,QT,1,3,NA,1436.742857
113_0187,Solenosmilia matrix,1,8/12/2018 22:21,IN2018_V06_113,1a,1a,z16,33,147.0625361,-44.29520278,Coral rubble,187,9.367278481,57,QT-2,2,25,NA,NA
166_0192,Solenosmilia matrix,45,14/12/2018 15:16,IN2018_V06_166,1,1,z8,70,147.2918324,-44.20338167,Coral reef substrate,192,1.428756434,80,QT,1,80,NA,1297.88
054_0336,Solenosmilia matrix,3,30/11/2018 13:54,IN2018_V06_054,1,1,Hill K1,48,147.3789137,-44.28699897,Rock,336,11.20113048,26,QT,1,26,NA,1598.2
166_0150,Solenosmilia matrix,95,14/12/2018 15:12,IN2018_V06_166,1,1,z8,70,147.2906228,-44.20385637,Coral reef substrate,150,10.84602908,26,QT,1,26,NA,1237.325
121_0074,Solenosmilia matrix,10,9/12/2018 13:14,IN2018_V06_121,fished,3,Belinda's Dory Hill,18,147.117745,-44.38169449,Coral reef substrate,74,5.171226085,7,QT,1,7,NA,1236.413333
031_0019,Solenosmilia matrix,5,26/11/2018 23:20,IN2018_V06_031,1,1,Hill U,41,147.1837906,-44.32145535,Coral reef substrate,19,4.911436063,7,QT,1,7,NA,1176.001786
113_0126,Solenosmilia matrix,100,8/12/2018 22:15,IN2018_V06_113,1a,1a,z16,33,147.0650861,-44.29423611,Coral reef substrate,126,4.180650873,10,QT,1,10,NA,NA
051_0055,Solenosmilia matrix,100,30/11/2018 2:27,IN2018_V06_051,1,1,Hill K1,80,147.3874685,-44.2931749,Coral reef substrate,55,12.73029575,25,QT,1,25,NA,1243.384444
